ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
585,585,Lakshmi Nayak,37,8,3,2,1
586,586,Ganesh Shetty,49,1,2,7,2
587,587,Ganesh Hegde,63,10,1,8,1
588,588,Vijay Hegde,25,2,3,4,2
589,589,Ramesh Rao,36,1,2,2,2
590,590,Suresh Gowda,61,6,2,7,2
591,591,Kavitha Bhat,53,5,5,4,1
592,592,Sunita Nayak,23,8,3,8,1
593,593,Suresh Reddy,68,10,3,8,2
594,594,Ramesh Rao,39,10,5,4,1
595,595,Venkatesh Hegde,24,1,5,9,2
596,596,Sunita Nayak,60,6,4,7,2
597,597,Mahesh Deshmukh,65,5,1,7,2
598,598,Sunita Pujari,27,3,3,4,2
599,599,Sunita Hegde,22,6,1,2,2
600,600,Suresh Deshmukh,61,10,2,8,2
601,601,Vijay Kulkarni,62,10,4,6,1
602,602,Ganesh Shetty,64,5,3,4,1
603,603,Vijay Rao,24,7,4,1,1
604,604,Anitha Gowda,58,3,2,6,1
605,605,Manjunath Rao,61,8,4,6,1
606,606,Priya Pujari,67,9,1,6,2
607,607,Suresh Deshmukh,35,7,4,4,1
608,608,Lakshmi Shetty,37,3,1,4,2
609,609,Vijay Rao,52,2,4,10,1
610,610,Vijay Bhat,30,3,1,5,1
611,611,Mahesh Rao,70,7,3,7,1
612,612,Sunita Pujari,40,1,4,7,2
613,613,Venkatesh Gowda,60,3,1,10,2
614,614,Lakshmi Gowda,42,9,1,6,2
615,615,Lakshmi Kulkarni,52,4,2,7,1
616,616,Suresh Shetty,39,7,4,7,2
617,617,Ramesh Hegde,46,9,1,8,1
618,618,Priya Bhat,54,9,4,9,1
619,619,Venkatesh Hegde,62,1,3,2,2
620,620,Vijay Shetty,31,6,2,3,2
621,621,Ramesh Deshmukh,21,6,4,4,1
622,622,Sunita Pujari,45,5,4,10,2
623,623,Anitha Kulkarni,33,2,1,4,1
624,624,Ganesh Patil,32,4,5,5,2
625,625,Lakshmi Gowda,60,3,2,3,2
626,626,Ganesh Rao,64,8,4,10,2
627,627,Mahesh Rao,24,4,5,6,1
628,628,Venkatesh Bhat,68,6,3,1,2
629,629,Kavitha Deshmukh,44,6,1,2,1
630,630,Anitha Shetty,35,7,2,5,1
631,631,Lakshmi Bhat,63,10,1,1,2
632,632,Priya Kulkarni,33,9,3,1,1
633,633,Ramesh Hegde,65,8,5,4,2
634,634,Suresh Hegde,52,7,2,4,2
635,635,Ramesh Deshmukh,31,10,5,2,2
636,636,Ramesh Nayak,26,8,3,6,2
637,637,Manjunath Kumar,34,8,1,1,2
638,638,Anitha Patil,66,5,1,10,2
639,639,Lakshmi Shetty,67,1,4,1,2
640,640,Vijay Hegde,59,6,5,10,1
641,641,Manjunath Patil,61,6,1,6,1
642,642,Anitha Rao,67,1,3,4,1
643,643,Priya Kumar,42,1,3,6,2
644,644,Suresh Gowda,58,10,1,3,2
645,645,Sunita Nayak,53,6,4,5,1
646,646,Ganesh Pujari,35,4,4,1,2
647,647,Anitha Kulkarni,27,7,3,1,1
648,648,Suresh Shetty,32,7,5,3,2
649,649,Anitha Reddy,33,2,4,10,2
650,650,Suresh Nayak,61,5,1,2,1
651,651,Venkatesh Reddy,28,8,1,3,1
652,652,Manjunath Bhat,35,6,2,10,1
653,653,Suresh Nayak,69,6,5,5,2
654,654,Mahesh Shetty,57,10,3,10,1
655,655,Lakshmi Deshmukh,27,9,5,4,1
656,656,Mahesh Kulkarni,67,6,2,4,2
657,657,Vijay Shetty,54,4,1,6,1
658,658,Kavitha Rao,33,6,3,7,1
659,659,Ganesh Gowda,22,8,2,9,1
660,660,Anitha Patil,26,4,4,10,1
661,661,Anitha Kulkarni,33,4,5,7,1
662,662,Sunita Kumar,30,9,4,10,1
663,663,Sunita Shetty,68,4,2,5,2
664,664,Ganesh Kulkarni,38,1,1,1,1
665,665,Sunita Shetty,55,5,4,6,2
666,666,Sunita Rao,70,4,3,5,1
667,667,Manjunath Kulkarni,34,4,1,8,2
668,668,Kavitha Hegde,63,4,3,7,1
669,669,Ganesh Kulkarni,65,8,4,2,1
670,670,Kavitha Gowda,43,1,1,10,2
671,671,Lakshmi Patil,23,9,3,1,1
672,672,Kavitha Nayak,50,1,2,3,1
673,673,Kavitha Nayak,32,7,5,4,1
674,674,Kavitha Shetty,36,3,1,4,1
675,675,Suresh Patil,60,3,1,1,1
676,676,Kavitha Patil,22,4,4,9,1
677,677,Priya Kumar,65,1,2,3,2
678,678,Manjunath Kumar,62,6,4,1,2
679,679,Venkatesh Bhat,54,5,3,10,1
680,680,Manjunath Kumar,64,10,4,7,1
681,681,Sunita Deshmukh,21,1,1,9,2
682,682,Anitha Bhat,48,10,5,2,1
683,683,Venkatesh Pujari,21,8,1,2,2
684,684,Priya Shetty,59,7,4,9,1
685,685,Venkatesh Shetty,35,6,1,10,2
686,686,Priya Hegde,66,1,2,3,2
687,687,Ramesh Bhat,64,5,2,4,2
688,688,Vijay Reddy,44,3,2,2,1
689,689,Ganesh Hegde,51,2,2,8,2
690,690,Ganesh Pujari,39,8,5,7,1
691,691,Mahesh Pujari,50,3,3,8,2
692,692,Vijay Kulkarni,31,5,5,1,1
693,693,Manjunath Pujari,59,10,3,6,2
694,694,Kavitha Nayak,45,5,4,5,2
695,695,Vijay Shetty,49,10,2,8,1
696,696,Kavitha Reddy,70,3,5,7,1
697,697,Suresh Deshmukh,58,9,1,1,2
698,698,Kavitha Bhat,42,3,1,8,2
699,699,Ganesh Kumar,29,4,4,6,2
700,700,Manjunath Bhat,23,2,3,8,1
701,701,Manjunath Rao,30,1,2,3,1
702,702,Kavitha Shetty,43,1,2,1,1
703,703,Priya Deshmukh,62,4,3,5,1
704,704,Anitha Gowda,40,9,4,7,1
705,705,Vijay Pujari,32,1,5,3,1
706,706,Venkatesh Deshmukh,38,3,1,2,1
707,707,Ganesh Patil,67,1,2,5,2
708,708,Suresh Deshmukh,27,7,1,4,1
709,709,Ramesh Reddy,24,3,4,8,1
710,710,Kavitha Deshmukh,22,6,2,1,2
711,711,Sunita Hegde,59,3,3,10,2
712,712,Manjunath Deshmukh,51,3,1,4,2
713,713,Ganesh Rao,33,1,3,8,1
714,714,Manjunath Bhat,51,1,5,10,2
715,715,Ganesh Hegde,42,7,5,6,2
716,716,Kavitha Pujari,55,10,2,7,2
717,717,Kavitha Gowda,43,10,1,1,1
718,718,Ganesh Bhat,34,3,5,3,2
719,719,Suresh Shetty,45,2,3,10,2
720,720,Suresh Pujari,53,8,1,2,2
721,721,Lakshmi Nayak,69,8,2,4,2
722,722,Sunita Deshmukh,54,6,4,1,2
723,723,Mahesh Gowda,47,8,5,3,2
724,724,Ramesh Patil,60,6,5,9,1
725,725,Sunita Pujari,46,9,4,8,1
726,726,Lakshmi Gowda,54,5,5,3,1
727,727,Ramesh Rao,43,1,2,1,1
728,728,Mahesh Kulkarni,26,3,3,1,2
729,729,Priya Reddy,64,2,3,2,2
730,730,Ganesh Shetty,27,10,3,7,2
731,731,Ganesh Kulkarni,51,5,4,8,1
732,732,Anitha Hegde,45,4,5,10,1
733,733,Vijay Patil,68,8,2,7,1
734,734,Priya Deshmukh,28,10,1,5,2
735,735,Ganesh Reddy,54,2,1,8,2
736,736,Mahesh Rao,44,3,5,4,2
737,737,Vijay Hegde,54,10,2,9,1
738,738,Venkatesh Gowda,37,2,1,10,2
739,739,Lakshmi Nayak,69,7,1,2,1
740,740,Ganesh Deshmukh,60,9,5,9,2
741,741,Vijay Reddy,28,2,2,2,2
742,742,Anitha Bhat,36,2,1,8,1
743,743,Lakshmi Bhat,34,1,1,9,1
744,744,Sunita Deshmukh,37,5,2,1,2
745,745,Manjunath Rao,45,8,2,3,2
746,746,Priya Bhat,60,9,5,5,1
747,747,Vijay Shetty,53,6,1,3,1
748,748,Suresh Bhat,64,1,5,7,2
749,749,Kavitha Patil,38,6,2,5,1
750,750,Manjunath Bhat,26,7,5,4,1
751,751,Venkatesh Kumar,50,9,3,10,1
752,752,Lakshmi Rao,58,9,1,6,1
753,753,Suresh Kulkarni,50,3,4,6,2
754,754,Ganesh Kumar,65,6,3,3,2
755,755,Ramesh Nayak,32,8,3,2,2
756,756,Ramesh Nayak,53,5,2,2,2
757,757,Ganesh Kulkarni,28,2,3,4,2
758,758,Suresh Shetty,55,9,1,6,1
759,759,Ganesh Rao,23,6,4,10,2
760,760,Vijay Rao,52,2,4,9,2
761,761,Sunita Deshmukh,44,1,4,1,2
762,762,Mahesh Rao,60,8,4,1,1
763,763,Sunita Nayak,59,9,2,8,2
764,764,Suresh Patil,21,9,2,9,2
765,765,Vijay Shetty,54,7,4,1,1
766,766,Priya Gowda,37,10,2,8,1
767,767,Ganesh Hegde,45,10,2,7,2
768,768,Vijay Reddy,35,10,4,8,1
769,769,Lakshmi Shetty,52,7,3,9,1
770,770,Suresh Reddy,34,2,2,7,1
771,771,Vijay Nayak,66,4,3,4,2
772,772,Kavitha Rao,69,2,4,4,2
773,773,Lakshmi Bhat,34,6,4,8,2
774,774,Ramesh Bhat,57,8,5,2,2
775,775,Ramesh Nayak,52,5,4,5,2
776,776,Manjunath Rao,61,9,3,8,2
777,777,Ramesh Shetty,30,7,4,4,2
778,778,Ganesh Kulkarni,32,10,5,4,1
779,779,Mahesh Pujari,24,3,2,5,2
780,780,Vijay Gowda,68,7,3,4,2
781,781,Venkatesh Hegde,58,3,5,5,1
782,782,Kavitha Kumar,30,3,1,6,1
783,783,Manjunath Nayak,41,9,4,2,1
784,784,Lakshmi Pujari,68,10,3,1,2
785,785,Suresh Reddy,63,3,1,9,1
786,786,Ganesh Shetty,27,7,3,2,1
787,787,Ramesh Hegde,36,6,2,5,1
788,788,Kavitha Patil,48,6,2,3,1
789,789,Venkatesh Reddy,52,5,4,2,2
790,790,Kavitha Reddy,38,7,3,4,2
791,791,Manjunath Hegde,31,9,4,7,2
792,792,Priya Pujari,26,10,1,5,1
793,793,Ganesh Gowda,50,6,4,8,1
794,794,Sunita Patil,56,8,1,10,2
795,795,Lakshmi Gowda,61,8,2,9,2
796,796,Mahesh Reddy,65,8,2,6,1
797,797,Lakshmi Reddy,44,3,1,9,2
798,798,Kavitha Bhat,25,1,4,10,1
799,799,Priya Kumar,37,4,1,6,2
800,800,Suresh Rao,51,2,4,7,1
801,801,Sunita Nayak,35,9,5,10,1
802,802,Venkatesh Kumar,21,9,4,4,2
803,803,Vijay Rao,37,8,3,10,2
804,804,Priya Deshmukh,44,9,1,10,2
805,805,Vijay Pujari,65,2,5,7,1
806,806,Sunita Nayak,36,10,4,7,1
807,807,Lakshmi Kumar,27,2,5,6,2
808,808,Manjunath Gowda,32,4,2,5,2
809,809,Ganesh Nayak,37,4,1,4,1
810,810,Suresh Kulkarni,54,5,5,6,2
811,811,Mahesh Nayak,21,3,1,3,1
812,812,Manjunath Pujari,58,7,4,1,2
813,813,Sunita Rao,46,1,4,5,1
814,814,Sunita Shetty,45,7,2,10,2
815,815,Priya Shetty,35,3,1,6,1
816,816,Venkatesh Kulkarni,31,6,5,9,2
817,817,Vijay Patil,58,3,1,10,1
818,818,Suresh Gowda,42,3,4,9,1
819,819,Priya Bhat,70,8,4,2,2
820,820,Manjunath Shetty,43,5,5,9,1
821,821,Manjunath Nayak,68,10,2,8,1
822,822,Sunita Rao,48,10,5,4,2
823,823,Vijay Patil,28,7,4,9,1
824,824,Lakshmi Pujari,68,8,5,4,1
825,825,Suresh Deshmukh,23,9,4,3,2
826,826,Venkatesh Hegde,42,7,1,10,1
827,827,Lakshmi Reddy,56,10,5,5,2
828,828,Manjunath Patil,56,5,4,9,2
829,829,Venkatesh Pujari,45,2,3,8,1
830,830,Anitha Deshmukh,35,1,3,2,1
831,831,Venkatesh Nayak,32,5,1,8,1
832,832,Sunita Pujari,49,4,4,8,2
833,833,Mahesh Pujari,35,1,4,10,1
834,834,Lakshmi Pujari,65,3,1,8,2
835,835,Venkatesh Patil,40,10,5,6,1
836,836,Priya Nayak,29,2,3,10,2
837,837,Anitha Shetty,26,8,2,4,2
838,838,Anitha Rao,51,1,4,6,2
839,839,Manjunath Patil,67,6,3,8,2
840,840,Suresh Kumar,47,4,5,3,2
841,841,Sunita Kumar,56,8,3,1,2
842,842,Venkatesh Patil,53,6,4,2,2
843,843,Priya Kulkarni,29,1,4,4,2
844,844,Venkatesh Nayak,54,4,1,10,2
845,845,Kavitha Rao,68,5,2,3,2
846,846,Kavitha Bhat,50,1,4,9,2
847,847,Ramesh Deshmukh,37,9,1,4,2
848,848,Sunita Kumar,57,1,4,9,1
849,849,Suresh Hegde,64,6,1,7,2
850,850,Lakshmi Pujari,50,5,3,6,1
851,851,Sunita Patil,67,2,4,4,1
852,852,Ganesh Kulkarni,27,3,2,9,2
853,853,Venkatesh Patil,49,1,1,3,1
854,854,Sunita Shetty,44,10,4,10,1
855,855,Ramesh Bhat,37,3,1,7,1
856,856,Ramesh Patil,41,6,4,2,1
857,857,Priya Rao,32,5,2,6,2
858,858,Kavitha Nayak,60,6,2,5,1
859,859,Ganesh Reddy,68,3,1,10,2
860,860,Priya Gowda,25,6,3,1,2
861,861,Kavitha Kulkarni,24,10,4,8,2
862,862,Sunita Kulkarni,22,7,3,3,1
863,863,Kavitha Kumar,22,8,4,3,1
864,864,Anitha Gowda,29,8,3,10,1
865,865,Anitha Kulkarni,23,3,1,10,2
866,866,Suresh Kulkarni,30,8,4,9,2
867,867,Vijay Gowda,36,3,5,5,2
868,868,Ganesh Gowda,21,8,3,7,2
869,869,Vijay Pujari,40,9,2,9,1
870,870,Mahesh Pujari,65,5,2,10,2
871,871,Manjunath Shetty,38,1,2,8,1
872,872,Suresh Reddy,38,10,1,4,1
873,873,Mahesh Bhat,68,9,4,9,1
874,874,Sunita Kulkarni,54,3,1,1,1
875,875,Mahesh Gowda,53,8,1,5,1
876,876,Anitha Pujari,25,2,2,1,2
877,877,Ramesh Kumar,35,3,2,2,2
878,878,Ramesh Hegde,59,2,4,6,1
879,879,Venkatesh Reddy,48,9,4,7,2
880,880,Manjunath Nayak,30,10,1,3,2
881,881,Lakshmi Shetty,41,5,4,1,2
882,882,Kavitha Bhat,34,10,2,1,2
883,883,Ramesh Patil,50,1,5,5,2
884,884,Anitha Pujari,51,8,4,5,1
885,885,Lakshmi Kumar,59,2,3,8,2
886,886,Lakshmi Kulkarni,68,2,3,1,2
887,887,Ramesh Patil,38,10,3,8,2
888,888,Mahesh Rao,37,6,5,6,2
889,889,Venkatesh Reddy,46,4,5,6,1
890,890,Anitha Deshmukh,65,5,5,8,2
891,891,Ganesh Shetty,57,2,5,9,1
892,892,Ganesh Kumar,42,3,3,8,2
893,893,Sunita Rao,62,10,4,4,2
894,894,Ganesh Gowda,48,4,4,8,2
895,895,Manjunath Patil,49,10,5,10,1
896,896,Anitha Deshmukh,24,5,5,8,2
897,897,Venkatesh Hegde,36,9,3,1,1
898,898,Anitha Bhat,56,7,3,10,2
899,899,Priya Kulkarni,51,6,1,10,2
900,900,Manjunath Deshmukh,66,8,4,2,2
901,901,Venkatesh Deshmukh,38,2,2,1,2
902,902,Anitha Kulkarni,36,2,2,6,2
903,903,Priya Kumar,31,1,1,9,1
904,904,Kavitha Pujari,47,6,3,3,2
905,905,Mahesh Kulkarni,66,5,2,7,2
906,906,Ganesh Hegde,47,9,1,4,1
907,907,Suresh Nayak,34,10,4,10,1
908,908,Sunita Shetty,24,9,2,9,1
909,909,Suresh Bhat,22,8,3,7,1
910,910,Kavitha Gowda,41,4,3,4,1
911,911,Mahesh Nayak,32,1,1,4,1
912,912,Manjunath Nayak,48,5,1,4,1
913,913,Ramesh Deshmukh,56,2,1,10,1
914,914,Vijay Bhat,68,4,4,9,1
915,915,Suresh Kumar,42,4,1,5,2
916,916,Lakshmi Reddy,32,10,4,10,2
917,917,Vijay Reddy,66,2,4,8,2
918,918,Vijay Bhat,27,6,4,6,1
919,919,Suresh Hegde,29,2,2,1,1
920,920,Priya Gowda,57,5,3,8,1
921,921,Mahesh Rao,32,1,3,3,2
922,922,Suresh Pujari,27,5,3,9,2
923,923,Venkatesh Pujari,35,5,3,6,2
924,924,Suresh Hegde,34,3,3,10,1
925,925,Kavitha Hegde,50,1,1,4,2
926,926,Priya Patil,63,5,3,1,1
927,927,Sunita Deshmukh,38,1,2,7,1
928,928,Ganesh Hegde,64,1,5,2,2
929,929,Ramesh Nayak,58,4,2,7,2
930,930,Priya Deshmukh,28,4,2,1,2
931,931,Lakshmi Deshmukh,26,5,4,1,2
932,932,Manjunath Kulkarni,53,7,5,10,2
933,933,Lakshmi Reddy,35,7,5,4,2
934,934,Lakshmi Reddy,70,4,1,1,1
935,935,Lakshmi Nayak,62,3,2,8,2
936,936,Suresh Nayak,43,7,5,9,1
937,937,Vijay Patil,44,4,5,5,2
938,938,Manjunath Kumar,26,7,2,7,2
939,939,Manjunath Bhat,41,1,5,5,2
940,940,Priya Kulkarni,52,3,4,3,1
941,941,Vijay Nayak,63,2,2,10,1
942,942,Suresh Gowda,53,3,3,5,2
943,943,Venkatesh Deshmukh,38,9,1,4,2
944,944,Anitha Patil,21,3,4,4,2
945,945,Mahesh Reddy,26,10,1,6,1
946,946,Venkatesh Shetty,31,7,2,4,1
947,947,Mahesh Hegde,34,5,4,8,1
948,948,Mahesh Rao,55,6,5,3,2
949,949,Anitha Patil,67,6,4,7,1
950,950,Lakshmi Gowda,42,2,1,10,2
951,951,Anitha Rao,65,8,1,8,2
952,952,Vijay Reddy,54,6,4,7,2
953,953,Ramesh Nayak,28,3,2,10,1
954,954,Anitha Pujari,70,4,4,6,1
955,955,Vijay Deshmukh,60,4,3,4,1
956,956,Kavitha Rao,68,10,3,1,1
957,957,Kavitha Pujari,66,6,3,5,1
958,958,Anitha Patil,67,10,4,1,1
959,959,Anitha Nayak,55,7,4,6,2
960,960,Ganesh Hegde,62,3,3,3,1
961,961,Venkatesh Deshmukh,58,5,1,3,1
962,962,Priya Patil,41,4,4,7,1
963,963,Lakshmi Hegde,48,2,1,10,1
964,964,Mahesh Patil,44,8,5,9,1
965,965,Lakshmi Nayak,40,8,1,5,2
966,966,Manjunath Bhat,31,8,2,9,1
967,967,Manjunath Rao,48,1,4,5,1
968,968,Sunita Hegde,26,4,2,10,2
969,969,Mahesh Patil,43,6,4,2,1
970,970,Ganesh Deshmukh,65,1,5,9,2
971,971,Ganesh Kulkarni,47,8,1,9,2
972,972,Anitha Kulkarni,68,8,1,1,2
973,973,Ganesh Rao,50,8,2,2,2
974,974,Mahesh Gowda,35,9,5,5,2
975,975,Sunita Pujari,41,7,3,3,1
976,976,Mahesh Shetty,65,4,1,3,1
977,977,Manjunath Hegde,24,9,1,9,1
978,978,Ganesh Hegde,62,2,2,9,1
979,979,Suresh Shetty,53,5,2,7,1
980,980,Mahesh Patil,66,3,4,6,1
981,981,Manjunath Reddy,38,2,1,3,2
982,982,Manjunath Hegde,44,1,3,7,2
983,983,Sunita Hegde,41,7,4,5,1
984,984,Kavitha Hegde,54,8,4,4,1
985,985,Sunita Nayak,41,10,4,2,1
986,986,Suresh Hegde,66,8,2,9,1
987,987,Manjunath Nayak,33,10,2,3,2
988,988,Suresh Gowda,24,10,4,9,2
989,989,Venkatesh Patil,62,1,3,8,2
990,990,Ganesh Gowda,43,7,2,9,2
991,991,Ganesh Hegde,39,9,1,10,2
992,992,Suresh Hegde,64,10,1,1,1
993,993,Manjunath Deshmukh,41,5,5,7,1
994,994,Suresh Nayak,27,4,5,1,2
995,995,Lakshmi Patil,63,7,2,6,2
996,996,Priya Reddy,54,7,5,9,2
997,997,Priya Deshmukh,60,6,4,4,2
998,998,Suresh Gowda,47,7,2,2,2
999,999,Suresh Patil,48,2,2,4,2
1000,1000,Mahesh Reddy,23,7,3,5,2
1001,1001,Venkatesh Shetty,41,2,1,9,2
1002,1002,Priya Reddy,59,1,4,2,1
1003,1003,Ramesh Bhat,48,2,4,2,2
1004,1004,Mahesh Rao,55,7,5,5,2
1005,1005,Manjunath Kumar,66,9,2,5,1
1006,1006,Lakshmi Pujari,60,4,5,10,2
1007,1007,Ganesh Nayak,53,3,3,5,2
1008,1008,Mahesh Kumar,22,10,2,2,2
1009,1009,Anitha Nayak,60,1,3,3,1
1010,1010,Mahesh Kumar,63,10,4,3,2
1011,1011,Sunita Shetty,64,2,5,8,2
1012,1012,Anitha Shetty,31,1,3,7,1
1013,1013,Sunita Kulkarni,70,10,1,6,1
1014,1014,Manjunath Bhat,67,3,2,9,2
1015,1015,Venkatesh Rao,54,7,1,8,2
1016,1016,Mahesh Patil,42,5,4,4,1
1017,1017,Vijay Kulkarni,30,9,2,2,1
1018,1018,Kavitha Bhat,41,8,1,3,2
1019,1019,Ganesh Nayak,61,2,4,6,2
1020,1020,Mahesh Deshmukh,22,7,3,7,2
1021,1021,Kavitha Pujari,34,8,2,8,2
1022,1022,Sunita Kumar,37,8,1,5,2
1023,1023,Mahesh Hegde,69,9,3,9,1
1024,1024,Manjunath Rao,58,10,1,1,2
1025,1025,Priya Nayak,61,9,5,4,1
1026,1026,Kavitha Shetty,50,8,3,4,2
1027,1027,Vijay Kumar,21,9,4,3,2
1028,1028,Manjunath Kulkarni,69,10,5,5,1
1029,1029,Lakshmi Reddy,66,1,4,2,2
1030,1030,Suresh Rao,46,8,5,2,2
1031,1031,Venkatesh Kumar,62,10,2,10,2
1032,1032,Venkatesh Kumar,46,7,4,7,1
1033,1033,Manjunath Nayak,48,5,4,7,1
1034,1034,Anitha Bhat,41,4,2,2,2
1035,1035,Manjunath Nayak,51,10,2,10,1
1036,1036,Ganesh Bhat,55,4,2,1,1
1037,1037,Suresh Bhat,62,7,4,7,2
1038,1038,Manjunath Pujari,55,10,2,9,1
1039,1039,Mahesh Nayak,24,1,5,1,1
1040,1040,Ramesh Reddy,57,7,3,5,1
1041,1041,Vijay Shetty,23,8,2,7,2
1042,1042,Vijay Deshmukh,45,8,1,9,2
1043,1043,Sunita Deshmukh,21,7,1,2,1
1044,1044,Kavitha Deshmukh,23,4,4,6,1
1045,1045,Ramesh Kumar,39,7,4,3,1
1046,1046,Manjunath Pujari,33,2,3,1,1
1047,1047,Anitha Nayak,24,7,1,4,1
1048,1048,Venkatesh Reddy,27,4,3,1,1
1049,1049,Mahesh Hegde,33,9,3,9,2
1050,1050,Vijay Reddy,21,9,4,7,2
1051,1051,Venkatesh Gowda,37,3,2,6,2
1052,1052,Venkatesh Patil,48,1,2,5,2
1053,1053,Venkatesh Shetty,37,1,4,6,2
1054,1054,Sunita Kulkarni,36,6,1,2,2
1055,1055,Priya Kulkarni,61,8,5,9,2
1056,1056,Ganesh Kumar,27,2,5,9,2
1057,1057,Venkatesh Hegde,24,5,4,5,1
1058,1058,Anitha Kumar,54,9,3,10,1
1059,1059,Venkatesh Bhat,67,4,4,8,1
1060,1060,Sunita Patil,26,8,1,7,1
1061,1061,Lakshmi Reddy,38,1,1,8,1
1062,1062,Manjunath Kulkarni,56,4,3,4,1
1063,1063,Ganesh Bhat,39,7,1,7,2
1064,1064,Venkatesh Nayak,31,1,4,5,2
1065,1065,Priya Kumar,64,1,1,6,1
1066,1066,Mahesh Reddy,68,10,2,1,2
1067,1067,Lakshmi Rao,57,7,1,9,1
1068,1068,Anitha Hegde,63,10,5,3,1
1069,1069,Sunita Pujari,57,7,5,6,2
1070,1070,Venkatesh Deshmukh,59,5,5,7,1
1071,1071,Lakshmi Kulkarni,22,2,4,10,2
1072,1072,Venkatesh Rao,62,4,1,9,2
1073,1073,Suresh Deshmukh,50,3,3,5,2
1074,1074,Manjunath Rao,32,1,1,8,2
1075,1075,Priya Bhat,39,8,2,9,1
1076,1076,Priya Pujari,30,8,3,9,1
1077,1077,Ramesh Reddy,63,4,2,6,1
1078,1078,Venkatesh Nayak,62,5,4,9,2
1079,1079,Priya Rao,61,10,5,1,1
1080,1080,Manjunath Shetty,55,9,3,10,1
1081,1081,Anitha Kumar,63,10,4,2,2
1082,1082,Priya Nayak,50,10,2,5,1
1083,1083,Vijay Reddy,38,5,3,3,2
1084,1084,Sunita Nayak,64,3,1,3,2
1085,1085,Ganesh Patil,24,5,1,6,1
1086,1086,Ganesh Reddy,64,8,1,1,1
1087,1087,Ganesh Reddy,25,8,5,9,2
1088,1088,Vijay Reddy,52,5,1,7,2
1089,1089,Ramesh Hegde,63,9,4,1,2
1090,1090,Anitha Rao,30,10,4,6,1
1091,1091,Mahesh Patil,30,1,2,4,1
1092,1092,Vijay Shetty,65,3,2,5,1
1093,1093,Mahesh Bhat,23,6,4,6,1
1094,1094,Manjunath Shetty,42,7,2,10,1
1095,1095,Anitha Deshmukh,40,8,2,3,2
1096,1096,Priya Gowda,60,9,5,9,1
1097,1097,Priya Hegde,40,3,5,3,1
1098,1098,Mahesh Hegde,51,4,3,6,2
1099,1099,Kavitha Rao,55,2,4,9,2
1100,1100,Anitha Pujari,52,5,3,2,1
1101,1101,Manjunath Kumar,41,8,2,9,1
1102,1102,Sunita Deshmukh,22,2,3,4,2
1103,1103,Sunita Pujari,50,5,2,1,1
1104,1104,Manjunath Bhat,57,8,3,6,2
1105,1105,Suresh Pujari,38,9,2,2,2
1106,1106,Ramesh Nayak,45,3,1,2,1
1107,1107,Ramesh Patil,28,6,2,3,2
1108,1108,Suresh Deshmukh,48,7,1,7,2
1109,1109,Manjunath Shetty,30,8,5,4,2
1110,1110,Vijay Shetty,66,1,1,7,1
1111,1111,Priya Nayak,37,3,3,8,2
1112,1112,Kavitha Deshmukh,42,6,2,7,2
1113,1113,Lakshmi Deshmukh,58,2,1,7,2
1114,1114,Priya Rao,63,4,4,6,1
1115,1115,Mahesh Gowda,23,3,4,7,1
1116,1116,Suresh Hegde,26,9,1,10,2
1117,1117,Kavitha Kumar,28,9,4,5,2
1118,1118,Suresh Shetty,68,3,2,9,2
1119,1119,Ganesh Rao,22,5,5,9,2
1120,1120,Sunita Kulkarni,57,5,1,1,2
1121,1121,Venkatesh Rao,29,4,2,4,2
1122,1122,Venkatesh Rao,58,5,5,10,1
1123,1123,Vijay Gowda,50,8,4,2,1
1124,1124,Mahesh Rao,66,7,4,3,2
1125,1125,Ramesh Hegde,51,8,1,3,2
1126,1126,Ramesh Kulkarni,56,4,2,5,2
1127,1127,Ganesh Kumar,53,1,5,6,2
1128,1128,Ramesh Kulkarni,52,3,5,7,2
1129,1129,Kavitha Pujari,49,3,2,3,2
1130,1130,Ramesh Pujari,58,8,4,3,2
1131,1131,Venkatesh Nayak,58,10,1,2,1
1132,1132,Priya Hegde,47,6,3,9,2
1133,1133,Suresh Reddy,36,9,3,8,2
1134,1134,Sunita Patil,53,10,1,8,1
1135,1135,Suresh Gowda,60,5,4,5,2
1136,1136,Suresh Rao,40,7,2,2,1
1137,1137,Suresh Bhat,22,10,3,8,1
1138,1138,Mahesh Pujari,49,1,4,2,1
1139,1139,Ganesh Reddy,43,8,2,9,1
1140,1140,Suresh Reddy,70,8,5,1,1
1141,1141,Manjunath Deshmukh,52,7,2,10,1
1142,1142,Ramesh Rao,32,9,1,9,1
1143,1143,Vijay Shetty,34,5,5,9,2
1144,1144,Suresh Rao,66,4,1,5,1
1145,1145,Sunita Kumar,68,8,2,6,2
1146,1146,Lakshmi Kulkarni,40,5,1,1,1
1147,1147,Anitha Deshmukh,48,1,5,7,1
1148,1148,Sunita Nayak,40,1,5,1,1
1149,1149,Vijay Reddy,28,2,5,6,2
1150,1150,Ramesh Deshmukh,60,4,5,8,2
1151,1151,Venkatesh Kulkarni,61,4,5,8,2
1152,1152,Ramesh Shetty,68,2,1,9,1
1153,1153,Mahesh Shetty,66,10,1,4,1
1154,1154,Priya Deshmukh,37,4,5,7,1
1155,1155,Sunita Gowda,52,3,2,3,2
1156,1156,Venkatesh Hegde,64,4,3,7,2
