VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
702,563,Anitha Patil,55,1,1
703,564,Priya Gowda,54,1,0
704,564,Kavitha Shetty,64,1,0
705,565,Manjunath Rao,22,2,0
706,566,Lakshmi Nayak,18,2,0
707,567,Sunita Reddy,63,1,0
708,567,Venkatesh Shetty,27,1,0
709,568,Manjunath Pujari,57,2,0
710,569,Venkatesh Bhat,43,1,0
711,569,Sunita Kumar,59,2,0
712,570,Priya Nayak,47,2,1
713,571,Anitha Reddy,37,1,0
714,571,Suresh Pujari,62,2,1
715,572,Anitha Reddy,25,2,0
716,573,Venkatesh Nayak,65,2,0
717,574,Venkatesh Reddy,50,2,0
718,575,Anitha Gowda,46,1,1
719,576,Suresh Bhat,60,2,0
720,577,Vijay Deshmukh,42,1,0
721,578,Ramesh Patil,54,1,0
722,579,Vijay Nayak,27,1,0
723,580,Anitha Hegde,21,2,0
724,580,Manjunath Kumar,26,1,1
725,581,Venkatesh Patil,50,1,1
726,582,Priya Reddy,61,1,1
727,583,Priya Rao,32,2,0
728,584,Kavitha Pujari,49,1,0
729,584,Vijay Pujari,25,2,0
730,585,Kavitha Bhat,39,2,0
731,586,Ramesh Hegde,23,1,0
732,587,Anitha Nayak,38,2,0
733,588,Sunita Gowda,37,1,1
734,589,Ramesh Kulkarni,39,1,0
735,589,Kavitha Shetty,19,2,0
736,590,Sunita Deshmukh,54,2,0
737,590,Kavitha Reddy,57,1,0
738,591,Ganesh Kumar,35,2,0
739,592,Manjunath Bhat,24,2,0
740,593,Lakshmi Gowda,32,1,0
741,594,Manjunath Kumar,30,2,0
742,595,Vijay Bhat,31,2,1
743,596,Ramesh Reddy,26,2,0
744,597,Sunita Shetty,44,1,0
745,598,Priya Bhat,20,2,0
746,599,Manjunath Rao,37,1,0
747,600,Ramesh Shetty,51,2,0
748,601,Priya Shetty,21,1,0
749,602,Sunita Nayak,45,2,0
750,602,Sunita Hegde,51,2,1
751,603,Vijay Gowda,20,2,0
752,604,Suresh Kumar,47,2,0
753,604,Ganesh Gowda,38,2,1
754,605,Lakshmi Deshmukh,57,1,0
755,606,Venkatesh Reddy,53,1,0
756,607,Venkatesh Shetty,35,2,0
757,608,Sunita Rao,33,1,0
758,609,Priya Reddy,44,1,0
759,609,Priya Deshmukh,44,1,0
760,610,Mahesh Kumar,57,2,0
761,611,Vijay Shetty,61,2,0
762,611,Lakshmi Kumar,41,1,0
763,612,Kavitha Gowda,54,1,0
764,613,Priya Bhat,63,1,0
765,614,Suresh Rao,57,1,0
766,614,Venkatesh Reddy,50,2,0
767,615,Sunita Deshmukh,60,1,0
768,616,Kavitha Bhat,46,2,0
769,617,Suresh Shetty,23,2,1
770,618,Suresh Bhat,48,1,0
771,619,Ganesh Deshmukh,54,2,1
772,620,Ganesh Shetty,59,1,0
773,621,Manjunath Kumar,24,1,0
774,622,Priya Kulkarni,24,2,0
775,623,Vijay Deshmukh,52,2,1
776,623,Ganesh Pujari,58,1,0
777,624,Manjunath Pujari,65,2,1
778,624,Sunita Gowda,32,2,0
779,625,Vijay Rao,39,2,0
780,626,Priya Patil,47,2,0
781,627,Mahesh Pujari,53,1,0
782,628,Priya Rao,45,2,0
783,628,Lakshmi Gowda,36,2,0
784,629,Lakshmi Nayak,27,2,1
785,630,Ganesh Nayak,63,1,0
786,631,Ramesh Patil,64,1,0
787,631,Vijay Gowda,21,1,0
788,632,Vijay Gowda,36,2,1
789,632,Anitha Patil,54,2,1
790,633,Venkatesh Hegde,65,2,0
791,633,Vijay Bhat,49,2,1
792,634,Lakshmi Nayak,35,2,1
793,635,Ramesh Shetty,64,2,0
794,636,Anitha Hegde,38,2,1
795,637,Ramesh Shetty,35,1,0
796,638,Sunita Kumar,22,1,0
797,639,Kavitha Kumar,63,2,0
798,640,Venkatesh Bhat,29,2,0
799,640,Lakshmi Reddy,59,1,0
800,641,Ganesh Pujari,40,1,1
801,642,Venkatesh Patil,53,1,0
802,643,Vijay Kulkarni,25,2,1
803,644,Suresh Patil,20,2,0
804,645,Ganesh Reddy,50,2,1
805,645,Vijay Bhat,27,2,0
806,646,Ramesh Pujari,26,2,0
807,647,Sunita Bhat,52,1,0
808,647,Anitha Nayak,32,2,0
809,648,Ganesh Nayak,63,2,0
810,649,Kavitha Bhat,53,2,0
811,650,Mahesh Pujari,51,2,1
812,651,Sunita Patil,63,2,0
813,652,Anitha Bhat,63,1,1
814,653,Ganesh Reddy,44,2,0
815,653,Mahesh Nayak,37,1,0
816,654,Venkatesh Pujari,50,2,1
817,655,Anitha Nayak,51,1,0
818,656,Vijay Hegde,61,2,0
819,657,Ganesh Shetty,49,1,1
820,657,Vijay Bhat,54,2,1
821,658,Kavitha Kulkarni,37,1,0
822,658,Mahesh Deshmukh,59,2,0
823,659,Ganesh Rao,43,2,0
824,660,Mahesh Nayak,25,1,1
825,661,Ramesh Patil,27,2,0
826,662,Anitha Deshmukh,37,2,0
827,662,Ramesh Hegde,60,2,0
828,663,Ramesh Kulkarni,32,2,1
829,664,Lakshmi Pujari,36,2,0
830,665,Priya Gowda,56,2,0
831,666,Priya Nayak,40,2,0
832,667,Vijay Kulkarni,19,1,0
833,668,Anitha Nayak,29,1,0
834,669,Venkatesh Kulkarni,59,1,0
835,670,Mahesh Patil,43,1,0
836,671,Kavitha Pujari,38,1,1
837,672,Sunita Reddy,49,1,0
838,672,Venkatesh Pujari,60,1,0
839,673,Anitha Shetty,21,2,1
840,674,Ramesh Nayak,35,1,0
841,674,Ramesh Kulkarni,51,1,1
842,675,Lakshmi Reddy,64,2,0
843,676,Venkatesh Gowda,63,2,1
844,677,Vijay Hegde,20,2,1
845,678,Ganesh Reddy,30,2,0
846,678,Mahesh Nayak,52,1,1
847,679,Venkatesh Bhat,56,1,0
848,679,Lakshmi Shetty,61,1,1
849,680,Anitha Bhat,34,2,1
850,680,Sunita Rao,39,2,0
851,681,Manjunath Shetty,49,1,0
852,682,Kavitha Kulkarni,54,1,0
853,683,Suresh Shetty,57,2,0
854,684,Lakshmi Rao,55,2,0
855,684,Manjunath Kulkarni,51,1,0
856,685,Kavitha Kumar,24,1,0
857,686,Ramesh Hegde,18,2,0
858,687,Suresh Gowda,40,2,1
859,688,Ganesh Patil,37,1,1
860,689,Kavitha Reddy,40,1,0
861,690,Anitha Nayak,54,1,0
862,691,Lakshmi Patil,33,2,0
863,692,Lakshmi Kumar,65,2,0
864,693,Ramesh Hegde,53,1,0
865,693,Vijay Rao,59,2,0
866,694,Kavitha Bhat,64,1,0
867,694,Mahesh Pujari,64,1,0
868,695,Anitha Bhat,31,2,0
869,696,Anitha Reddy,55,2,0
870,696,Ramesh Gowda,59,1,0
871,697,Ganesh Shetty,53,2,1
872,698,Priya Patil,58,2,1
873,699,Sunita Hegde,50,1,0
874,700,Suresh Rao,41,1,1
875,700,Vijay Rao,39,1,0
876,701,Ramesh Reddy,54,1,0
877,702,Manjunath Rao,31,2,0
878,702,Kavitha Reddy,56,1,0
879,703,Priya Patil,30,1,0
880,704,Mahesh Hegde,30,2,0
881,705,Vijay Gowda,56,2,0
882,706,Ramesh Patil,36,2,0
883,707,Anitha Nayak,40,2,0
884,708,Ramesh Kulkarni,37,1,0
885,709,Anitha Reddy,59,1,0
886,709,Sunita Shetty,56,2,0
887,710,Ramesh Gowda,20,1,0
888,711,Venkatesh Kulkarni,33,2,0
889,712,Kavitha Deshmukh,53,1,0
890,713,Sunita Patil,63,1,0
891,714,Ganesh Reddy,24,2,0
892,715,Priya Hegde,60,2,0
893,715,Manjunath Pujari,19,2,0
894,716,Suresh Shetty,25,2,0
895,716,Sunita Gowda,30,1,0
896,717,Priya Kulkarni,60,1,0
897,718,Suresh Gowda,23,1,0
898,719,Suresh Gowda,63,2,0
899,720,Venkatesh Shetty,63,1,0
900,721,Ramesh Pujari,34,1,0
901,722,Lakshmi Reddy,55,2,0
902,723,Venkatesh Hegde,19,2,0
903,724,Lakshmi Reddy,57,2,1
904,725,Ramesh Pujari,32,1,0
905,726,Kavitha Pujari,42,2,0
906,726,Kavitha Pujari,31,2,0
907,727,Kavitha Deshmukh,58,1,0
908,728,Lakshmi Patil,62,1,0
909,729,Manjunath Kulkarni,20,1,1
910,730,Kavitha Kulkarni,64,2,0
911,731,Ganesh Reddy,26,2,0
912,731,Kavitha Kulkarni,45,1,0
913,732,Manjunath Bhat,31,2,0
914,733,Manjunath Kulkarni,57,2,1
915,734,Sunita Deshmukh,65,1,0
916,735,Manjunath Patil,61,1,0
917,736,Mahesh Gowda,45,1,0
918,737,Anitha Nayak,60,2,0
919,738,Priya Bhat,23,1,0
920,738,Mahesh Rao,62,2,1
921,739,Lakshmi Hegde,35,1,0
922,740,Venkatesh Nayak,43,1,0
923,741,Ramesh Hegde,38,1,0
924,741,Anitha Deshmukh,39,2,0
925,742,Anitha Rao,44,2,0
926,742,Vijay Bhat,36,1,1
927,743,Ramesh Pujari,50,1,0
928,744,Venkatesh Gowda,26,2,0
929,744,Vijay Gowda,56,2,0
930,745,Manjunath Patil,31,2,0
931,746,Venkatesh Rao,50,2,1
932,747,Manjunath Gowda,59,2,0
933,748,Priya Patil,48,2,0
934,749,Mahesh Kulkarni,41,2,0
935,750,Priya Gowda,29,2,0
936,751,Vijay Reddy,35,1,0
937,752,Mahesh Shetty,34,2,1
938,753,Suresh Pujari,48,2,0
939,754,Suresh Shetty,31,1,1
940,755,Sunita Patil,61,2,0
941,756,Manjunath Pujari,19,1,0
942,757,Manjunath Patil,46,2,1
943,758,Ganesh Shetty,47,2,0
944,758,Manjunath Nayak,40,2,0
945,759,Anitha Pujari,32,2,0
946,760,Anitha Gowda,57,2,0
947,761,Venkatesh Kumar,31,2,0
948,762,Kavitha Gowda,23,2,0
949,763,Ramesh Kumar,55,2,0
950,764,Ganesh Reddy,54,1,0
951,765,Manjunath Reddy,49,2,0
952,766,Vijay Gowda,37,2,0
953,766,Priya Shetty,48,1,0
954,767,Anitha Gowda,43,2,1
955,768,Priya Gowda,63,1,0
956,768,Venkatesh Bhat,49,1,1
957,769,Mahesh Nayak,19,1,0
958,770,Sunita Gowda,64,1,0
959,771,Ganesh Hegde,46,2,0
960,772,Suresh Kumar,58,2,0
961,772,Anitha Bhat,19,1,1
962,773,Priya Patil,51,2,0
963,774,Kavitha Kumar,31,2,0
964,775,Ganesh Gowda,41,2,0
965,776,Venkatesh Patil,36,1,0
966,777,Lakshmi Nayak,60,2,1
967,778,Ramesh Deshmukh,36,2,0
968,778,Manjunath Hegde,43,2,0
969,779,Venkatesh Patil,27,2,0
970,780,Mahesh Patil,18,2,0
971,781,Vijay Gowda,24,1,1
972,782,Ramesh Patil,60,1,1
973,783,Sunita Kumar,19,2,0
974,784,Lakshmi Nayak,30,1,0
975,784,Sunita Deshmukh,26,1,0
976,785,Anitha Reddy,45,1,1
977,786,Manjunath Hegde,28,1,0
978,786,Kavitha Gowda,29,2,0
979,787,Kavitha Pujari,58,2,0
980,788,Manjunath Nayak,54,1,0
981,789,Sunita Nayak,25,1,0
982,790,Lakshmi Gowda,38,1,0
983,791,Venkatesh Shetty,33,1,1
984,792,Suresh Shetty,56,1,0
985,793,Mahesh Gowda,33,1,0
986,794,Lakshmi Deshmukh,19,2,1
987,795,Priya Patil,18,1,1
988,796,Ganesh Patil,20,2,1
989,797,Vijay Shetty,60,2,0
990,798,Manjunath Patil,22,1,0
991,799,Suresh Kulkarni,63,2,0
992,800,Suresh Kulkarni,18,2,0
993,801,Sunita Shetty,18,2,0
994,802,Priya Rao,49,2,0
995,802,Manjunath Shetty,40,2,1
996,803,Mahesh Hegde,40,1,0
997,804,Kavitha Hegde,61,1,0
998,805,Manjunath Hegde,37,2,0
999,806,Venkatesh Pujari,34,1,0
1000,806,Ganesh Kumar,25,2,0
1001,807,Anitha Bhat,64,2,0
1002,807,Ramesh Gowda,43,2,1
1003,808,Suresh Deshmukh,49,2,0
1004,809,Anitha Rao,65,1,0
1005,810,Vijay Kumar,20,1,1
1006,811,Mahesh Deshmukh,37,2,0
1007,812,Mahesh Deshmukh,35,1,0
1008,813,Sunita Reddy,51,2,1
1009,814,Priya Reddy,35,2,0
1010,815,Venkatesh Reddy,41,1,0
1011,816,Anitha Hegde,40,1,0
1012,817,Suresh Hegde,52,1,1
1013,818,Manjunath Hegde,54,1,0
1014,819,Lakshmi Bhat,46,1,0
1015,819,Ramesh Deshmukh,44,2,1
1016,820,Lakshmi Hegde,59,1,0
1017,821,Vijay Bhat,51,1,0
1018,822,Ramesh Reddy,65,2,0
1019,823,Sunita Kulkarni,56,2,0
1020,824,Venkatesh Hegde,20,2,0
1021,825,Ganesh Reddy,37,1,0
1022,826,Kavitha Kumar,51,1,0
1023,827,Suresh Patil,56,1,0
1024,828,Anitha Bhat,47,2,1
1025,829,Priya Shetty,45,2,0
1026,829,Sunita Rao,53,1,0
1027,830,Venkatesh Gowda,61,2,1
1028,831,Anitha Nayak,50,2,0
1029,831,Suresh Hegde,20,2,0
1030,832,Anitha Kumar,55,1,0
1031,833,Mahesh Bhat,61,1,0
1032,833,Manjunath Shetty,55,1,1
1033,834,Anitha Gowda,47,1,1
1034,835,Ganesh Patil,22,1,0
1035,836,Sunita Patil,35,2,0
1036,837,Lakshmi Shetty,57,2,1
1037,837,Ramesh Gowda,49,1,0
1038,838,Venkatesh Pujari,65,2,0
1039,839,Priya Rao,25,1,0
1040,840,Ramesh Patil,55,1,0
1041,841,Vijay Pujari,26,2,1
1042,842,Venkatesh Bhat,62,1,0
1043,843,Ganesh Gowda,27,2,1
1044,844,Vijay Rao,31,1,1
1045,844,Venkatesh Rao,61,2,0
1046,845,Kavitha Bhat,28,1,0
1047,846,Suresh Kumar,18,2,1
1048,847,Kavitha Pujari,48,1,1
1049,847,Lakshmi Reddy,35,2,0
1050,848,Manjunath Gowda,37,2,0
1051,849,Anitha Kumar,38,2,1
1052,850,Ramesh Nayak,37,1,0
1053,851,Suresh Reddy,65,2,0
1054,852,Suresh Hegde,42,1,0
1055,853,Venkatesh Shetty,60,1,1
1056,853,Suresh Hegde,22,1,1
1057,854,Mahesh Patil,52,1,0
1058,854,Sunita Kumar,26,2,0
1059,855,Vijay Deshmukh,65,1,0
1060,856,Manjunath Deshmukh,64,2,0
1061,857,Ganesh Gowda,24,2,0
1062,858,Sunita Gowda,50,2,0
1063,859,Venkatesh Bhat,65,2,1
1064,859,Sunita Deshmukh,53,2,0
1065,860,Ramesh Hegde,52,2,1
1066,861,Lakshmi Nayak,25,2,0
1067,861,Anitha Pujari,64,1,0
1068,862,Priya Patil,18,1,1
1069,863,Kavitha Shetty,19,2,0
1070,864,Manjunath Bhat,45,2,0
1071,865,Ganesh Reddy,30,1,0
1072,866,Sunita Reddy,46,2,1
1073,867,Vijay Bhat,61,1,0
1074,868,Anitha Kulkarni,25,1,0
1075,869,Manjunath Deshmukh,19,1,0
1076,870,Venkatesh Shetty,50,1,0
1077,871,Sunita Pujari,23,1,0
1078,872,Sunita Shetty,44,1,0
1079,873,Sunita Rao,52,2,0
1080,874,Suresh Kulkarni,44,1,0
1081,875,Vijay Bhat,58,1,0
1082,875,Lakshmi Kumar,35,1,0
1083,876,Manjunath Kulkarni,43,1,0
1084,877,Kavitha Pujari,61,2,1
1085,878,Ganesh Patil,23,2,0
1086,879,Ganesh Gowda,47,2,1
1087,879,Manjunath Reddy,25,1,1
1088,880,Ramesh Deshmukh,33,2,0
1089,881,Sunita Reddy,56,2,0
1090,882,Manjunath Gowda,41,1,0
1091,883,Venkatesh Kulkarni,61,1,1
1092,883,Priya Gowda,58,2,1
1093,884,Anitha Kulkarni,34,2,0
1094,884,Vijay Patil,18,2,0
1095,885,Manjunath Reddy,54,2,0
1096,886,Anitha Nayak,40,1,0
1097,887,Vijay Nayak,40,1,1
1098,888,Ramesh Pujari,38,1,1
1099,889,Mahesh Kulkarni,59,2,1
1100,890,Kavitha Rao,34,1,0
1101,891,Lakshmi Shetty,34,2,1
1102,892,Kavitha Kulkarni,23,2,0
1103,893,Mahesh Hegde,25,1,1
1104,893,Lakshmi Gowda,51,2,0
1105,894,Ramesh Rao,62,1,0
1106,894,Suresh Gowda,36,1,0
1107,895,Kavitha Gowda,19,2,0
1108,895,Mahesh Shetty,46,2,0
1109,896,Anitha Reddy,33,2,0
1110,897,Suresh Shetty,54,2,0
1111,897,Suresh Patil,18,2,0
1112,898,Anitha Shetty,54,1,0
1113,899,Manjunath Bhat,33,2,0
1114,899,Manjunath Shetty,57,2,0
1115,900,Manjunath Gowda,35,1,0
1116,901,Priya Gowda,28,1,0
1117,901,Lakshmi Pujari,33,2,0
1118,902,Anitha Pujari,60,2,0
1119,902,Vijay Bhat,55,1,1
1120,903,Ganesh Nayak,65,2,0
1121,903,Manjunath Kumar,34,1,1
1122,904,Ramesh Deshmukh,44,1,0
1123,904,Priya Nayak,56,2,1
1124,905,Ramesh Rao,45,2,0
1125,906,Ganesh Gowda,50,2,0
1126,907,Manjunath Kumar,34,2,0
1127,907,Manjunath Reddy,61,2,0
1128,908,Lakshmi Deshmukh,28,1,0
1129,909,Kavitha Hegde,21,1,1
1130,909,Suresh Reddy,48,1,0
1131,910,Priya Gowda,59,1,0
1132,911,Ganesh Patil,48,2,0
1133,912,Suresh Patil,38,2,1
1134,913,Manjunath Pujari,53,1,1
1135,914,Kavitha Deshmukh,59,1,0
1136,914,Ganesh Bhat,20,1,0
1137,915,Mahesh Nayak,45,2,0
1138,915,Kavitha Pujari,62,1,0
1139,916,Priya Gowda,29,1,0
1140,917,Suresh Gowda,36,2,1
1141,917,Kavitha Bhat,54,2,0
1142,918,Vijay Nayak,61,2,0
1143,919,Mahesh Kumar,34,2,0
1144,920,Ganesh Shetty,48,2,1
1145,921,Vijay Kumar,20,2,1
1146,922,Venkatesh Bhat,38,1,0
1147,922,Venkatesh Reddy,51,2,0
1148,923,Suresh Kumar,49,2,0
1149,924,Kavitha Patil,48,1,0
1150,924,Lakshmi Kumar,31,2,0
1151,925,Suresh Kulkarni,26,2,1
1152,926,Anitha Nayak,60,1,0
1153,927,Manjunath Bhat,27,1,0
1154,928,Manjunath Rao,62,2,1
1155,929,Venkatesh Gowda,32,2,0
1156,930,Mahesh Shetty,32,2,0
1157,931,Vijay Pujari,18,1,0
1158,931,Sunita Shetty,56,1,1
1159,932,Anitha Hegde,65,2,0
1160,933,Anitha Bhat,60,2,0
1161,933,Ganesh Bhat,55,1,1
1162,934,Priya Gowda,20,2,0
1163,934,Ganesh Kulkarni,23,2,1
1164,935,Kavitha Kumar,55,1,0
1165,935,Anitha Kumar,40,2,0
1166,936,Suresh Bhat,35,2,0
1167,937,Kavitha Pujari,24,1,0
1168,938,Vijay Pujari,64,2,0
1169,939,Mahesh Shetty,52,2,0
1170,940,Mahesh Bhat,63,2,0
1171,941,Kavitha Pujari,45,1,1
1172,942,Venkatesh Kumar,18,2,0
1173,943,Sunita Kulkarni,56,1,0
1174,944,Ramesh Hegde,40,2,0
1175,945,Anitha Reddy,27,2,0
1176,946,Vijay Deshmukh,55,1,1
1177,946,Priya Reddy,57,1,0
1178,947,Venkatesh Shetty,23,1,1
1179,947,Anitha Kulkarni,30,1,1
1180,948,Suresh Pujari,43,2,0
1181,949,Vijay Patil,50,1,0
1182,950,Ramesh Hegde,43,2,0
1183,950,Ganesh Nayak,24,1,0
1184,951,Suresh Pujari,39,2,0
1185,952,Anitha Bhat,35,2,0
1186,953,Kavitha Hegde,62,2,1
1187,954,Ramesh Hegde,38,2,0
1188,955,Anitha Hegde,23,1,0
1189,955,Manjunath Kulkarni,53,2,0
1190,956,Suresh Reddy,56,1,1
1191,956,Priya Shetty,19,2,0
1192,957,Anitha Deshmukh,64,1,1
1193,958,Lakshmi Kulkarni,46,2,1
1194,959,Anitha Kumar,60,1,0
1195,960,Sunita Kulkarni,60,1,0
1196,961,Suresh Deshmukh,61,1,0
1197,962,Lakshmi Patil,24,2,1
1198,963,Manjunath Shetty,32,2,1
1199,963,Lakshmi Nayak,59,1,0
1200,964,Sunita Rao,29,1,1
1201,965,Venkatesh Pujari,43,2,0
1202,966,Vijay Reddy,53,2,0
1203,967,Anitha Kulkarni,54,2,0
1204,968,Mahesh Shetty,44,2,0
1205,968,Sunita Gowda,43,2,0
1206,969,Priya Reddy,27,1,0
1207,969,Manjunath Rao,60,2,0
1208,970,Ramesh Deshmukh,55,2,0
1209,971,Sunita Gowda,23,1,0
1210,972,Ganesh Hegde,60,2,1
1211,973,Vijay Kulkarni,56,1,1
1212,973,Kavitha Rao,37,1,0
1213,974,Vijay Gowda,34,1,0
1214,975,Manjunath Deshmukh,25,2,0
1215,976,Venkatesh Shetty,59,2,1
1216,977,Kavitha Deshmukh,44,2,0
1217,978,Anitha Kumar,64,1,1
1218,979,Priya Gowda,49,2,0
1219,980,Ramesh Bhat,20,1,0
1220,981,Anitha Pujari,40,2,0
1221,982,Manjunath Patil,30,1,0
1222,982,Priya Kumar,59,2,0
1223,983,Anitha Deshmukh,19,1,0
1224,983,Suresh Pujari,48,2,0
1225,984,Venkatesh Rao,64,1,0
1226,985,Anitha Hegde,21,2,0
1227,986,Suresh Gowda,45,2,0
1228,987,Priya Gowda,51,1,0
1229,988,Kavitha Deshmukh,20,1,0
1230,989,Kavitha Pujari,42,2,1
1231,990,Vijay Nayak,52,2,0
1232,991,Lakshmi Kulkarni,45,1,1
1233,992,Manjunath Kumar,21,2,0
1234,992,Sunita Rao,40,2,1
1235,993,Sunita Gowda,25,1,0
1236,994,Kavitha Reddy,33,1,0
1237,994,Priya Hegde,45,2,0
1238,995,Sunita Pujari,56,2,0
1239,996,Kavitha Deshmukh,30,1,1
1240,996,Anitha Hegde,62,1,0
1241,997,Suresh Nayak,24,1,0
1242,998,Ganesh Reddy,18,2,0
1243,999,Anitha Deshmukh,52,1,0
1244,1000,Mahesh Kulkarni,44,2,1
1245,1001,Venkatesh Gowda,18,2,1
1246,1001,Ramesh Kulkarni,31,1,0
1247,1002,Kavitha Patil,38,2,0
1248,1003,Lakshmi Kulkarni,65,2,0
1249,1004,Venkatesh Shetty,44,2,0
1250,1005,Lakshmi Deshmukh,47,1,0
1251,1006,Manjunath Hegde,19,2,0
1252,1007,Kavitha Kumar,19,1,0
1253,1008,Anitha Patil,54,2,0
1254,1009,Vijay Pujari,41,1,0
1255,1010,Venkatesh Kulkarni,21,1,0
1256,1010,Lakshmi Shetty,41,1,1
1257,1011,Kavitha Patil,22,1,0
1258,1011,Venkatesh Nayak,20,1,0
1259,1012,Suresh Reddy,19,2,0
1260,1013,Priya Kumar,18,2,0
1261,1013,Sunita Deshmukh,43,1,1
1262,1014,Manjunath Deshmukh,27,2,0
1263,1015,Lakshmi Reddy,24,1,1
1264,1016,Sunita Bhat,62,1,1
1265,1017,Kavitha Gowda,18,1,0
1266,1018,Manjunath Reddy,24,2,0
1267,1018,Suresh Rao,49,2,1
1268,1019,Venkatesh Gowda,21,1,1
1269,1020,Suresh Nayak,39,1,0
1270,1021,Priya Shetty,24,1,0
1271,1022,Anitha Pujari,37,2,0
1272,1023,Sunita Gowda,52,1,0
1273,1023,Kavitha Rao,51,2,0
1274,1024,Lakshmi Deshmukh,65,2,0
1275,1025,Sunita Reddy,22,2,0
1276,1026,Mahesh Shetty,56,1,0
1277,1027,Lakshmi Bhat,35,2,0
1278,1027,Priya Deshmukh,33,2,0
1279,1028,Suresh Kulkarni,39,1,0
1280,1029,Manjunath Pujari,31,2,0
1281,1030,Ganesh Deshmukh,42,2,0
1282,1030,Venkatesh Hegde,23,1,0
1283,1031,Vijay Kulkarni,44,1,0
1284,1032,Sunita Reddy,58,2,0
1285,1033,Sunita Hegde,18,1,1
1286,1034,Kavitha Shetty,57,2,0
1287,1035,Vijay Bhat,64,2,0
1288,1036,Manjunath Hegde,49,1,1
1289,1036,Manjunath Kulkarni,31,1,1
1290,1037,Kavitha Reddy,54,2,0
1291,1038,Manjunath Gowda,29,1,0
1292,1039,Vijay Reddy,38,2,0
1293,1040,Priya Gowda,26,1,0
1294,1041,Priya Deshmukh,65,2,0
1295,1042,Manjunath Shetty,30,2,1
1296,1043,Venkatesh Gowda,36,2,0
1297,1044,Venkatesh Rao,32,1,0
1298,1045,Priya Hegde,34,1,1
1299,1046,Lakshmi Patil,50,2,0
1300,1047,Mahesh Pujari,32,2,0
1301,1048,Anitha Kulkarni,22,1,0
1302,1049,Priya Deshmukh,19,1,0
1303,1050,Priya Kumar,22,2,0
1304,1051,Sunita Pujari,24,1,0
1305,1052,Anitha Nayak,35,1,0
1306,1053,Manjunath Kulkarni,23,2,1
1307,1054,Sunita Hegde,18,2,0
1308,1054,Ramesh Reddy,28,1,1
1309,1055,Venkatesh Shetty,54,2,1
1310,1056,Venkatesh Shetty,41,1,0
1311,1057,Kavitha Kumar,28,2,0
1312,1058,Ganesh Kulkarni,35,1,0
1313,1059,Venkatesh Kumar,65,1,0
1314,1060,Anitha Kumar,30,2,0
1315,1061,Ganesh Kumar,26,2,0
1316,1062,Vijay Pujari,64,1,0
1317,1063,Mahesh Patil,62,2,0
1318,1063,Kavitha Pujari,34,2,0
1319,1064,Vijay Kulkarni,56,2,0
1320,1065,Priya Pujari,21,2,0
1321,1066,Sunita Nayak,49,1,0
1322,1067,Ganesh Hegde,40,1,1
1323,1067,Suresh Pujari,21,2,0
1324,1068,Suresh Shetty,56,1,1
1325,1069,Manjunath Deshmukh,65,1,0
1326,1070,Priya Pujari,31,1,0
1327,1071,Kavitha Kumar,60,1,0
1328,1072,Lakshmi Reddy,36,1,0
1329,1073,Vijay Patil,47,1,0
1330,1074,Mahesh Nayak,43,1,0
1331,1075,Anitha Hegde,20,1,0
1332,1075,Priya Kulkarni,51,2,0
1333,1076,Suresh Reddy,45,1,0
1334,1077,Vijay Reddy,62,1,0
1335,1078,Lakshmi Hegde,21,2,0
1336,1079,Ganesh Hegde,54,2,1
1337,1080,Vijay Kulkarni,60,2,0
1338,1081,Anitha Shetty,46,2,0
1339,1082,Lakshmi Pujari,46,1,0
1340,1083,Priya Patil,28,1,0
1341,1084,Vijay Shetty,58,2,0
1342,1084,Kavitha Rao,53,1,0
1343,1085,Kavitha Pujari,52,2,0
1344,1086,Mahesh Pujari,41,1,0
1345,1087,Kavitha Nayak,37,2,0
1346,1087,Sunita Rao,47,1,0
1347,1088,Ganesh Kumar,63,1,1
1348,1088,Mahesh Nayak,45,2,0
1349,1089,Ramesh Pujari,56,2,0
1350,1089,Ganesh Rao,21,1,0
1351,1090,Mahesh Gowda,23,2,0
1352,1091,Manjunath Kumar,59,1,0
1353,1092,Vijay Gowda,34,2,1
1354,1092,Sunita Kumar,44,1,0
1355,1093,Priya Kulkarni,23,1,0
1356,1093,Anitha Nayak,25,2,1
1357,1094,Vijay Patil,60,2,0
1358,1095,Manjunath Nayak,57,2,0
1359,1096,Lakshmi Pujari,42,2,0
1360,1097,Suresh Deshmukh,32,2,0
1361,1098,Mahesh Reddy,26,1,0
1362,1099,Kavitha Patil,24,1,0
1363,1100,Anitha Pujari,32,1,0
1364,1100,Ganesh Shetty,19,2,0
1365,1101,Venkatesh Pujari,20,1,0
1366,1101,Mahesh Nayak,50,1,0
1367,1102,Vijay Patil,35,2,0
1368,1103,Ganesh Pujari,31,1,0
1369,1104,Vijay Rao,48,1,0
1370,1105,Ramesh Bhat,58,2,0
1371,1105,Ganesh Pujari,18,2,0
1372,1106,Priya Reddy,62,2,0
1373,1107,Venkatesh Shetty,45,1,0
1374,1107,Sunita Shetty,38,2,0
1375,1108,Ganesh Nayak,23,1,0
1376,1109,Mahesh Reddy,60,1,1
1377,1109,Priya Pujari,26,1,1
1378,1110,Manjunath Pujari,22,1,0
1379,1110,Mahesh Reddy,59,2,1
1380,1111,Suresh Nayak,36,2,0
