AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
670,392,Suresh Kumar,36,1,A1
671,393,Ramesh Patil,31,1,A1
672,393,Sunita Shetty,35,1,A2
673,393,Anitha Shetty,49,1,A3
674,394,Mahesh Kumar,40,1,A1
675,394,Anitha Hegde,29,1,A2
676,394,Sunita Kulkarni,46,2,A3
677,395,Manjunath Patil,37,1,A1
678,395,Lakshmi Gowda,47,1,A2
679,395,Vijay Kumar,48,2,A3
680,396,Vijay Nayak,21,2,A1
681,396,Lakshmi Kulkarni,32,1,A2
682,396,Anitha Kulkarni,33,1,A3
683,397,Manjunath Kumar,20,1,A1
684,398,Anitha Shetty,21,1,A1
685,399,Ganesh Bhat,28,1,A1
686,400,Ganesh Kulkarni,22,1,A1
687,401,Manjunath Rao,33,1,A1
688,402,Ganesh Rao,37,1,A1
689,403,Priya Gowda,40,1,A1
690,404,Kavitha Hegde,24,1,A1
691,405,Sunita Patil,32,1,A1
692,406,Suresh Hegde,40,2,A1
693,407,Ganesh Shetty,44,1,A1
694,407,Manjunath Gowda,20,1,A2
695,407,Anitha Pujari,31,1,A3
696,408,Mahesh Reddy,34,1,A1
697,408,Kavitha Shetty,30,1,A2
698,409,Sunita Gowda,34,1,A1
699,409,Manjunath Nayak,48,2,A2
700,410,Manjunath Rao,28,1,A1
701,411,Anitha Pujari,47,1,A1
702,411,Lakshmi Bhat,43,1,A2
703,411,Anitha Nayak,31,2,A3
704,412,Priya Pujari,20,1,A1
705,413,Venkatesh Patil,28,2,A1
706,413,Kavitha Gowda,40,1,A2
707,414,Ganesh Nayak,19,1,A1
708,415,Sunita Rao,42,2,A1
709,416,Priya Kulkarni,36,1,A1
710,416,Vijay Patil,34,1,A2
711,416,Anitha Reddy,32,1,A3
712,417,Priya Pujari,25,1,A1
713,417,Manjunath Shetty,22,1,A2
714,418,Ramesh Nayak,21,1,A1
715,418,Anitha Kumar,48,2,A2
716,418,Kavitha Rao,19,2,A3
717,419,Sunita Rao,23,1,A1
718,419,Mahesh Kumar,39,1,A2
719,420,Venkatesh Hegde,32,1,A1
720,420,Ramesh Reddy,30,1,A2
721,421,Mahesh Shetty,29,1,A1
722,421,Ramesh Shetty,27,1,A2
723,421,Ganesh Patil,45,1,A3
724,422,Ramesh Pujari,34,1,A1
725,423,Anitha Rao,32,1,A1
726,424,Kavitha Deshmukh,23,2,A1
727,424,Vijay Kumar,45,1,A2
728,424,Venkatesh Kumar,20,2,A3
729,425,Mahesh Bhat,40,1,A1
730,425,Vijay Bhat,26,1,A2
731,425,Ganesh Nayak,23,1,A3
732,426,Sunita Nayak,33,1,A1
733,426,Priya Shetty,33,1,A2
734,427,Kavitha Reddy,45,2,A1
735,427,Mahesh Patil,48,1,A2
736,427,Sunita Nayak,23,1,A3
737,428,Manjunath Bhat,35,2,A1
738,429,Kavitha Rao,21,1,A1
739,429,Ganesh Bhat,33,2,A2
740,429,Ramesh Pujari,40,1,A3
741,430,Priya Rao,23,1,A1
742,430,Anitha Shetty,25,1,A2
743,430,Mahesh Kulkarni,34,2,A3
744,431,Sunita Gowda,47,2,A1
745,431,Manjunath Reddy,22,1,A2
746,432,Suresh Reddy,45,1,A1
747,433,Ramesh Gowda,20,1,A1
748,433,Venkatesh Shetty,47,1,A2
749,433,Suresh Reddy,31,1,A3
750,434,Venkatesh Gowda,19,1,A1
751,435,Ganesh Reddy,20,1,A1
752,435,Mahesh Kumar,43,1,A2
753,436,Ganesh Rao,46,1,A1
754,437,Suresh Reddy,32,1,A1
755,438,Sunita Rao,24,1,A1
756,439,Anitha Hegde,23,1,A1
757,440,Lakshmi Kulkarni,49,2,A1
758,440,Anitha Patil,21,1,A2
759,440,Venkatesh Shetty,33,1,A3
760,441,Priya Patil,27,2,A1
761,441,Anitha Rao,29,1,A2
762,441,Manjunath Reddy,39,1,A3
763,442,Vijay Shetty,27,2,A1
764,442,Mahesh Kulkarni,30,1,A2
765,443,Manjunath Rao,33,2,A1
766,444,Ganesh Rao,19,1,A1
767,445,Manjunath Reddy,29,1,A1
768,445,Lakshmi Reddy,26,1,A2
769,446,Kavitha Pujari,47,1,A1
770,446,Venkatesh Kulkarni,48,1,A2
771,446,Vijay Gowda,21,1,A3
772,447,Anitha Nayak,42,1,A1
773,447,Venkatesh Hegde,23,1,A2
774,448,Suresh Reddy,33,1,A1
775,448,Ganesh Bhat,45,1,A2
776,449,Sunita Kulkarni,41,1,A1
777,450,Venkatesh Kulkarni,47,1,A1
778,450,Manjunath Kumar,34,2,A2
779,451,Ganesh Rao,49,1,A1
780,451,Ganesh Reddy,43,1,A2
781,451,Manjunath Rao,22,2,A3
782,452,Priya Hegde,21,2,A1
783,452,Mahesh Bhat,29,2,A2
784,452,Kavitha Hegde,42,1,A3
785,453,Ganesh Bhat,44,1,A1
786,454,Venkatesh Deshmukh,41,1,A1
787,454,Manjunath Patil,43,1,A2
788,454,Ramesh Bhat,39,1,A3
789,455,Ramesh Kulkarni,25,1,A1
790,455,Ramesh Kumar,23,1,A2
791,455,Manjunath Hegde,25,2,A3
792,456,Sunita Reddy,20,1,A1
793,457,Suresh Deshmukh,24,2,A1
794,458,Ganesh Gowda,32,1,A1
795,458,Ramesh Pujari,31,2,A2
796,458,Suresh Pujari,38,1,A3
797,459,Venkatesh Nayak,46,2,A1
798,459,Venkatesh Nayak,38,1,A2
799,459,Vijay Patil,34,1,A3
800,460,Priya Gowda,38,1,A1
801,461,Ramesh Deshmukh,39,1,A1
802,461,Venkatesh Gowda,46,2,A2
803,461,Priya Deshmukh,23,1,A3
804,462,Ramesh Rao,36,1,A1
805,462,Ganesh Kulkarni,20,1,A2
806,463,Priya Bhat,22,2,A1
807,464,Vijay Shetty,25,1,A1
808,465,Venkatesh Patil,27,1,A1
809,465,Lakshmi Reddy,42,1,A2
810,466,Sunita Bhat,36,1,A1
811,467,Kavitha Kumar,29,1,A1
812,468,Mahesh Pujari,32,2,A1
813,469,Ramesh Gowda,20,1,A1
814,469,Ramesh Reddy,21,1,A2
815,470,Ramesh Nayak,32,1,A1
816,470,Sunita Reddy,20,2,A2
817,470,Ganesh Nayak,47,2,A3
818,471,Suresh Nayak,23,2,A1
819,471,Lakshmi Kumar,19,1,A2
820,472,Venkatesh Nayak,45,1,A1
821,473,Sunita Reddy,42,1,A1
822,473,Mahesh Reddy,38,1,A2
823,474,Venkatesh Reddy,35,1,A1
824,475,Mahesh Shetty,39,1,A1
825,475,Lakshmi Shetty,33,2,A2
826,475,Priya Patil,27,1,A3
827,476,Priya Hegde,44,1,A1
828,477,Priya Reddy,45,1,A1
829,478,Lakshmi Deshmukh,21,1,A1
830,479,Lakshmi Kulkarni,19,2,A1
831,480,Lakshmi Kulkarni,28,2,A1
832,481,Anitha Pujari,42,1,A1
833,482,Kavitha Reddy,41,2,A1
834,482,Priya Reddy,34,1,A2
835,482,Vijay Bhat,37,2,A3
836,483,Kavitha Bhat,39,1,A1
837,483,Suresh Kumar,23,2,A2
838,484,Ganesh Reddy,43,1,A1
839,485,Mahesh Kumar,39,2,A1
840,486,Priya Pujari,27,1,A1
841,486,Suresh Shetty,30,2,A2
842,486,Priya Kulkarni,49,1,A3
843,487,Priya Kumar,37,1,A1
844,487,Lakshmi Gowda,42,1,A2
845,488,Venkatesh Kulkarni,28,1,A1
846,489,Priya Kumar,37,1,A1
847,489,Manjunath Hegde,19,2,A2
848,489,Ganesh Rao,37,1,A3
849,490,Lakshmi Patil,27,1,A1
850,491,Venkatesh Gowda,35,1,A1
851,491,Priya Bhat,37,1,A2
852,491,Anitha Bhat,39,2,A3
853,492,Lakshmi Kumar,34,1,A1
854,492,Mahesh Reddy,50,1,A2
855,492,Sunita Gowda,48,1,A3
856,493,Kavitha Gowda,42,2,A1
857,494,Vijay Reddy,26,2,A1
858,494,Ramesh Reddy,31,1,A2
859,494,Venkatesh Deshmukh,35,1,A3
860,495,Suresh Kulkarni,33,2,A1
861,496,Suresh Hegde,21,1,A1
862,497,Vijay Kulkarni,32,1,A1
863,498,Ganesh Kumar,41,1,A1
864,499,Manjunath Bhat,44,1,A1
865,500,Mahesh Pujari,20,2,A1
866,500,Anitha Patil,43,2,A2
867,500,Suresh Pujari,50,1,A3
868,501,Ramesh Patil,49,2,A1
869,501,Kavitha Bhat,45,1,A2
870,501,Anitha Shetty,37,2,A3
871,502,Venkatesh Kumar,21,1,A1
872,503,Mahesh Patil,29,1,A1
873,503,Kavitha Gowda,30,2,A2
874,503,Vijay Pujari,36,1,A3
875,504,Manjunath Rao,42,1,A1
876,505,Sunita Hegde,43,1,A1
877,506,Ramesh Hegde,38,1,A1
878,506,Venkatesh Bhat,21,1,A2
879,507,Sunita Reddy,49,1,A1
880,507,Mahesh Nayak,49,1,A2
881,507,Suresh Hegde,39,1,A3
882,508,Priya Patil,33,2,A1
883,509,Venkatesh Patil,22,2,A1
884,510,Ramesh Bhat,37,1,A1
885,510,Manjunath Pujari,46,1,A2
886,510,Anitha Kumar,45,1,A3
887,511,Venkatesh Gowda,45,2,A1
888,511,Suresh Patil,28,1,A2
889,511,Anitha Patil,32,2,A3
890,512,Ganesh Nayak,39,1,A1
891,513,Ramesh Bhat,27,1,A1
892,514,Priya Rao,22,1,A1
893,515,Manjunath Patil,47,1,A1
894,515,Sunita Patil,29,1,A2
895,515,Mahesh Rao,25,1,A3
896,516,Ganesh Kulkarni,43,1,A1
897,516,Anitha Hegde,21,1,A2
898,516,Venkatesh Shetty,21,1,A3
899,517,Vijay Bhat,47,1,A1
900,518,Kavitha Bhat,33,1,A1
901,519,Ramesh Bhat,31,1,A1
902,519,Suresh Shetty,19,1,A2
903,520,Priya Pujari,49,1,A1
904,520,Sunita Reddy,48,2,A2
905,520,Vijay Patil,28,1,A3
906,521,Ramesh Patil,43,1,A1
907,521,Suresh Bhat,28,1,A2
908,521,Ramesh Kulkarni,20,1,A3
909,522,Priya Pujari,45,1,A1
910,523,Sunita Bhat,38,1,A1
911,523,Venkatesh Nayak,33,1,A2
912,523,Ramesh Pujari,20,1,A3
913,524,Priya Kumar,49,1,A1
914,525,Mahesh Pujari,25,1,A1
915,526,Ganesh Deshmukh,25,2,A1
916,526,Venkatesh Nayak,19,1,A2
917,526,Mahesh Patil,44,1,A3
918,527,Venkatesh Hegde,21,2,A1
919,528,Ramesh Bhat,28,1,A1
920,528,Venkatesh Hegde,42,1,A2
921,529,Kavitha Gowda,31,2,A1
922,529,Anitha Pujari,39,1,A2
923,530,Anitha Shetty,24,1,A1
924,531,Priya Rao,48,1,A1
925,532,Priya Patil,33,2,A1
926,533,Mahesh Reddy,23,1,A1
927,534,Suresh Hegde,48,1,A1
928,534,Lakshmi Deshmukh,30,1,A2
929,535,Anitha Shetty,38,1,A1
930,536,Manjunath Kulkarni,32,1,A1
931,536,Priya Kulkarni,22,1,A2
932,537,Priya Kulkarni,42,1,A1
933,537,Venkatesh Kumar,42,2,A2
934,538,Anitha Hegde,42,1,A1
935,539,Suresh Rao,40,2,A1
936,539,Anitha Deshmukh,30,2,A2
937,540,Priya Pujari,19,1,A1
938,540,Vijay Reddy,25,1,A2
939,540,Lakshmi Gowda,40,1,A3
940,541,Anitha Hegde,31,2,A1
941,541,Vijay Gowda,21,2,A2
942,542,Vijay Shetty,19,1,A1
943,543,Anitha Reddy,35,1,A1
944,544,Ramesh Hegde,24,1,A1
945,544,Manjunath Pujari,40,1,A2
946,545,Manjunath Kumar,48,2,A1
947,546,Ramesh Nayak,40,1,A1
948,547,Sunita Shetty,44,1,A1
949,548,Lakshmi Reddy,41,1,A1
950,549,Manjunath Hegde,44,1,A1
951,549,Vijay Patil,45,1,A2
952,549,Sunita Kumar,38,1,A3
953,550,Mahesh Bhat,41,2,A1
954,550,Sunita Kulkarni,31,1,A2
955,550,Ramesh Gowda,50,1,A3
956,551,Suresh Deshmukh,22,1,A1
957,551,Anitha Rao,33,1,A2
958,551,Ganesh Shetty,22,1,A3
959,552,Vijay Pujari,35,2,A1
960,552,Lakshmi Patil,30,1,A2
961,553,Venkatesh Kumar,41,1,A1
962,553,Manjunath Bhat,41,1,A2
963,553,Priya Nayak,45,1,A3
964,554,Ganesh Hegde,40,1,A1
965,554,Manjunath Patil,37,1,A2
966,554,Vijay Reddy,36,1,A3
967,555,Lakshmi Reddy,27,1,A1
968,556,Ganesh Patil,32,1,A1
969,557,Sunita Deshmukh,48,1,A1
970,557,Manjunath Reddy,19,1,A2
971,557,Kavitha Pujari,43,1,A3
972,558,Anitha Hegde,27,2,A1
973,559,Lakshmi Pujari,22,2,A1
974,559,Mahesh Patil,19,1,A2
975,559,Ramesh Bhat,20,1,A3
976,560,Suresh Pujari,29,2,A1
977,560,Kavitha Kumar,41,1,A2
978,560,Kavitha Hegde,38,1,A3
979,561,Priya Bhat,41,1,A1
980,561,Venkatesh Rao,40,2,A2
981,561,Anitha Nayak,24,1,A3
982,562,Venkatesh Reddy,21,1,A1
983,563,Kavitha Rao,29,1,A1
984,564,Lakshmi Deshmukh,24,1,A1
985,564,Anitha Patil,47,1,A2
986,564,Ramesh Hegde,40,1,A3
987,565,Manjunath Gowda,34,2,A1
988,565,Ramesh Hegde,31,1,A2
989,565,Venkatesh Patil,40,1,A3
990,566,Anitha Shetty,30,1,A1
991,567,Venkatesh Hegde,41,1,A1
992,567,Sunita Patil,26,1,A2
993,567,Ramesh Deshmukh,40,1,A3
994,568,Venkatesh Patil,50,1,A1
995,568,Priya Gowda,49,1,A2
996,568,Anitha Kumar,49,1,A3
997,569,Vijay Reddy,41,1,A1
998,569,Sunita Rao,31,1,A2
999,570,Ganesh Hegde,35,1,A1
1000,571,Ramesh Kulkarni,36,2,A1
1001,572,Kavitha Gowda,33,1,A1
1002,572,Manjunath Patil,26,1,A2
1003,572,Ramesh Reddy,32,1,A3
1004,573,Kavitha Shetty,50,1,A1
1005,574,Vijay Pujari,27,1,A1
1006,574,Ganesh Hegde,20,1,A2
1007,574,Manjunath Nayak,19,2,A3
1008,575,Suresh Patil,35,2,A1
1009,576,Manjunath Patil,39,2,A1
1010,577,Lakshmi Reddy,25,1,A1
1011,577,Ganesh Bhat,45,1,A2
1012,578,Sunita Gowda,24,1,A1
1013,579,Kavitha Nayak,34,2,A1
1014,579,Vijay Deshmukh,31,1,A2
1015,579,Lakshmi Hegde,24,1,A3
1016,580,Ganesh Patil,46,1,A1
1017,580,Sunita Kulkarni,23,2,A2
1018,580,Ganesh Nayak,22,2,A3
1019,581,Ramesh Nayak,37,1,A1
1020,581,Mahesh Deshmukh,46,1,A2
1021,581,Vijay Deshmukh,47,1,A3
1022,582,Lakshmi Deshmukh,27,2,A1
1023,583,Lakshmi Patil,39,1,A1
1024,583,Manjunath Hegde,20,1,A2
1025,584,Sunita Hegde,38,2,A1
1026,584,Venkatesh Reddy,50,1,A2
1027,584,Priya Gowda,37,1,A3
1028,585,Venkatesh Hegde,25,1,A1
1029,585,Kavitha Rao,21,1,A2
1030,586,Ramesh Patil,36,1,A1
1031,587,Ramesh Reddy,33,2,A1
1032,588,Mahesh Gowda,39,1,A1
1033,589,Lakshmi Pujari,30,2,A1
1034,589,Sunita Gowda,46,2,A2
1035,589,Priya Rao,50,2,A3
1036,590,Ganesh Hegde,34,1,A1
1037,591,Ramesh Rao,26,1,A1
1038,592,Priya Pujari,44,2,A1
1039,593,Anitha Kumar,44,1,A1
1040,593,Ganesh Kumar,46,1,A2
1041,594,Manjunath Pujari,25,1,A1
1042,595,Anitha Bhat,45,1,A1
1043,596,Sunita Reddy,27,1,A1
1044,597,Venkatesh Rao,20,1,A1
1045,597,Mahesh Deshmukh,24,1,A2
1046,597,Sunita Rao,24,1,A3
1047,598,Ramesh Kumar,24,1,A1
1048,599,Ramesh Deshmukh,37,1,A1
1049,600,Mahesh Kumar,28,1,A1
1050,601,Lakshmi Patil,37,2,A1
1051,601,Anitha Rao,37,1,A2
1052,601,Anitha Kulkarni,31,1,A3
1053,602,Mahesh Patil,34,1,A1
1054,603,Ramesh Bhat,39,2,A1
1055,604,Suresh Reddy,19,2,A1
1056,604,Suresh Nayak,47,1,A2
1057,604,Anitha Kumar,42,1,A3
1058,605,Kavitha Rao,32,1,A1
1059,606,Lakshmi Gowda,42,1,A1
1060,607,Sunita Rao,33,2,A1
1061,607,Lakshmi Hegde,27,1,A2
1062,607,Suresh Kumar,28,1,A3
1063,608,Priya Bhat,38,2,A1
1064,609,Vijay Nayak,46,1,A1
1065,609,Lakshmi Shetty,40,1,A2
1066,609,Manjunath Nayak,24,1,A3
1067,610,Anitha Deshmukh,46,1,A1
1068,610,Manjunath Reddy,48,1,A2
1069,611,Ramesh Nayak,19,1,A1
1070,612,Venkatesh Pujari,30,1,A1
1071,612,Mahesh Deshmukh,19,1,A2
1072,613,Ramesh Hegde,38,1,A1
1073,613,Lakshmi Kumar,40,1,A2
1074,614,Ganesh Gowda,46,1,A1
1075,614,Lakshmi Kulkarni,21,1,A2
1076,615,Vijay Gowda,43,1,A1
1077,616,Suresh Pujari,50,1,A1
1078,616,Manjunath Hegde,19,1,A2
1079,617,Vijay Kumar,46,1,A1
1080,617,Lakshmi Rao,37,2,A2
1081,617,Sunita Hegde,45,1,A3
1082,618,Sunita Shetty,38,2,A1
1083,618,Suresh Nayak,48,2,A2
1084,618,Kavitha Bhat,35,2,A3
1085,619,Mahesh Pujari,41,1,A1
1086,619,Manjunath Patil,32,1,A2
1087,619,Lakshmi Patil,38,1,A3
1088,620,Suresh Hegde,32,1,A1
1089,621,Vijay Pujari,33,1,A1
1090,622,Priya Reddy,32,1,A1
1091,622,Vijay Bhat,23,1,A2
1092,622,Vijay Hegde,33,1,A3
1093,623,Lakshmi Reddy,23,1,A1
1094,623,Priya Rao,45,1,A2
1095,624,Mahesh Deshmukh,42,2,A1
1096,624,Ganesh Deshmukh,38,1,A2
1097,625,Ramesh Bhat,31,1,A1
1098,625,Ramesh Deshmukh,21,1,A2
1099,626,Kavitha Reddy,45,2,A1
1100,627,Ramesh Reddy,41,1,A1
1101,627,Lakshmi Deshmukh,25,2,A2
1102,627,Suresh Bhat,39,1,A3
1103,628,Lakshmi Deshmukh,32,2,A1
1104,628,Ramesh Gowda,28,1,A2
1105,629,Sunita Rao,36,1,A1
1106,629,Vijay Bhat,35,2,A2
1107,629,Venkatesh Shetty,48,2,A3
1108,630,Anitha Bhat,27,1,A1
1109,630,Vijay Shetty,42,1,A2
1110,631,Sunita Kumar,36,1,A1
1111,632,Kavitha Deshmukh,45,1,A1
1112,633,Ganesh Patil,27,2,A1
1113,633,Kavitha Hegde,21,1,A2
1114,633,Kavitha Bhat,27,2,A3
1115,634,Manjunath Deshmukh,50,1,A1
1116,635,Kavitha Gowda,38,1,A1
1117,635,Ganesh Kulkarni,40,2,A2
1118,636,Anitha Pujari,45,2,A1
1119,636,Mahesh Kumar,43,1,A2
1120,636,Venkatesh Gowda,27,1,A3
1121,637,Kavitha Kulkarni,29,1,A1
1122,638,Kavitha Rao,47,1,A1
1123,639,Sunita Bhat,22,1,A1
1124,639,Venkatesh Gowda,25,2,A2
1125,640,Ramesh Kulkarni,33,1,A1
1126,641,Manjunath Pujari,32,1,A1
1127,641,Lakshmi Patil,24,1,A2
1128,641,Priya Bhat,25,1,A3
1129,642,Ganesh Gowda,23,1,A1
1130,643,Sunita Pujari,37,2,A1
1131,644,Lakshmi Bhat,42,1,A1
1132,644,Lakshmi Kumar,31,1,A2
1133,644,Mahesh Gowda,43,1,A3
1134,645,Vijay Shetty,46,1,A1
1135,646,Sunita Kulkarni,44,1,A1
1136,647,Vijay Shetty,45,1,A1
1137,648,Vijay Patil,42,1,A1
1138,649,Priya Gowda,43,1,A1
1139,649,Venkatesh Patil,39,1,A2
1140,650,Suresh Nayak,28,1,A1
1141,651,Ramesh Patil,47,1,A1
1142,651,Venkatesh Pujari,35,1,A2
1143,652,Priya Gowda,20,1,A1
1144,653,Anitha Pujari,44,1,A1
1145,654,Venkatesh Gowda,23,1,A1
1146,655,Ganesh Gowda,46,1,A1
1147,656,Kavitha Hegde,35,1,A1
1148,657,Priya Gowda,44,2,A1
1149,657,Mahesh Bhat,38,2,A2
1150,658,Priya Kumar,50,1,A1
1151,658,Mahesh Deshmukh,39,1,A2
1152,658,Mahesh Patil,28,1,A3
1153,659,Venkatesh Patil,19,1,A1
1154,659,Suresh Kulkarni,30,1,A2
1155,659,Mahesh Reddy,43,1,A3
1156,660,Ramesh Patil,43,2,A1
1157,660,Vijay Kumar,41,1,A2
1158,660,Sunita Bhat,20,2,A3
1159,661,Sunita Shetty,48,1,A1
1160,662,Mahesh Rao,30,1,A1
1161,662,Anitha Kulkarni,36,1,A2
1162,663,Manjunath Patil,34,1,A1
1163,664,Lakshmi Kumar,38,1,A1
1164,664,Suresh Patil,43,1,A2
1165,664,Sunita Patil,43,1,A3
1166,665,Vijay Kumar,27,2,A1
1167,665,Anitha Pujari,34,1,A2
1168,666,Anitha Gowda,19,1,A1
1169,666,Priya Hegde,45,1,A2
1170,667,Kavitha Patil,50,2,A1
1171,668,Ramesh Patil,38,1,A1
1172,669,Ganesh Bhat,29,1,A1
1173,669,Suresh Hegde,23,1,A2
1174,669,Ganesh Hegde,27,1,A3
1175,670,Vijay Pujari,34,2,A1
1176,671,Sunita Pujari,27,1,A1
1177,671,Suresh Gowda,42,1,A2
1178,671,Ramesh Rao,40,2,A3
1179,672,Ganesh Pujari,45,2,A1
1180,673,Sunita Shetty,31,2,A1
1181,674,Vijay Nayak,28,2,A1
1182,674,Ganesh Rao,24,2,A2
1183,674,Mahesh Nayak,47,2,A3
1184,675,Ramesh Hegde,20,2,A1
1185,676,Suresh Kulkarni,32,1,A1
1186,676,Anitha Deshmukh,41,1,A2
1187,677,Mahesh Bhat,19,2,A1
1188,677,Manjunath Bhat,34,1,A2
1189,678,Venkatesh Bhat,25,1,A1
1190,679,Anitha Nayak,37,1,A1
1191,679,Ramesh Hegde,46,1,A2
1192,680,Priya Nayak,24,1,A1
1193,680,Venkatesh Hegde,35,1,A2
1194,680,Kavitha Gowda,28,1,A3
1195,681,Ramesh Hegde,29,1,A1
1196,681,Manjunath Patil,25,2,A2
1197,682,Lakshmi Pujari,31,1,A1
1198,683,Ganesh Bhat,34,1,A1
1199,683,Anitha Kulkarni,24,1,A2
1200,683,Sunita Shetty,28,1,A3
1201,684,Mahesh Patil,34,1,A1
1202,684,Venkatesh Pujari,45,1,A2
1203,684,Vijay Shetty,24,2,A3
1204,685,Kavitha Deshmukh,46,1,A1
1205,686,Venkatesh Gowda,27,2,A1
1206,687,Kavitha Patil,32,1,A1
1207,687,Manjunath Rao,30,1,A2
1208,687,Mahesh Hegde,29,1,A3
1209,688,Ramesh Kumar,24,1,A1
1210,689,Sunita Kulkarni,41,1,A1
1211,689,Ganesh Reddy,36,2,A2
1212,689,Ramesh Reddy,29,2,A3
1213,690,Venkatesh Reddy,42,1,A1
1214,691,Sunita Bhat,47,1,A1
1215,691,Vijay Kulkarni,45,1,A2
1216,691,Venkatesh Gowda,44,1,A3
1217,692,Priya Shetty,25,1,A1
1218,692,Anitha Deshmukh,38,1,A2
1219,692,Mahesh Reddy,35,1,A3
1220,693,Ramesh Shetty,46,2,A1
1221,693,Anitha Reddy,48,1,A2
1222,693,Suresh Reddy,31,1,A3
1223,694,Anitha Hegde,41,2,A1
1224,694,Ganesh Rao,19,2,A2
1225,695,Priya Nayak,25,1,A1
1226,695,Anitha Gowda,40,1,A2
1227,695,Kavitha Hegde,44,1,A3
1228,696,Mahesh Bhat,37,2,A1
1229,696,Sunita Hegde,41,1,A2
1230,696,Sunita Hegde,23,1,A3
1231,697,Anitha Rao,50,1,A1
1232,698,Suresh Rao,29,2,A1
1233,698,Ganesh Hegde,40,1,A2
1234,699,Vijay Bhat,21,1,A1
1235,700,Ramesh Deshmukh,45,1,A1
1236,700,Lakshmi Hegde,43,1,A2
1237,700,Priya Reddy,22,1,A3
1238,701,Manjunath Deshmukh,38,1,A1
1239,702,Sunita Reddy,38,2,A1
1240,702,Venkatesh Patil,24,1,A2
1241,703,Mahesh Deshmukh,22,2,A1
1242,703,Priya Pujari,44,1,A2
1243,704,Sunita Hegde,47,1,A1
1244,705,Kavitha Gowda,31,1,A1
1245,706,Vijay Nayak,20,1,A1
1246,707,Mahesh Patil,42,1,A1
1247,708,Priya Kumar,46,2,A1
1248,708,Priya Shetty,46,1,A2
1249,708,Lakshmi Shetty,47,1,A3
1250,709,Kavitha Patil,49,2,A1
1251,709,Anitha Patil,29,1,A2
1252,709,Mahesh Nayak,45,1,A3
1253,710,Kavitha Reddy,26,1,A1
1254,711,Lakshmi Hegde,35,1,A1
1255,712,Venkatesh Pujari,34,1,A1
1256,712,Vijay Nayak,39,1,A2
1257,712,Ramesh Kulkarni,38,1,A3
1258,713,Suresh Gowda,37,1,A1
1259,713,Kavitha Kulkarni,23,1,A2
1260,713,Ganesh Deshmukh,45,2,A3
1261,714,Sunita Shetty,38,1,A1
1262,714,Priya Shetty,19,1,A2
1263,714,Venkatesh Reddy,48,2,A3
1264,715,Venkatesh Hegde,39,1,A1
1265,716,Lakshmi Gowda,39,2,A1
1266,716,Venkatesh Reddy,34,1,A2
1267,716,Ganesh Deshmukh,50,2,A3
1268,717,Sunita Bhat,37,2,A1
1269,718,Vijay Gowda,20,1,A1
1270,719,Suresh Reddy,39,1,A1
1271,719,Manjunath Patil,22,1,A2
1272,720,Anitha Gowda,25,1,A1
1273,721,Priya Rao,25,1,A1
1274,722,Vijay Gowda,23,1,A1
1275,722,Ganesh Kumar,49,2,A2
1276,723,Mahesh Gowda,49,1,A1
1277,724,Anitha Reddy,26,2,A1
1278,725,Ganesh Bhat,45,1,A1
1279,725,Anitha Hegde,41,2,A2
1280,725,Anitha Kumar,32,1,A3
1281,726,Priya Pujari,30,2,A1
1282,726,Lakshmi Gowda,47,1,A2
1283,726,Venkatesh Deshmukh,46,2,A3
1284,727,Kavitha Rao,26,1,A1
1285,727,Priya Kulkarni,38,1,A2
1286,728,Venkatesh Kulkarni,25,2,A1
1287,728,Kavitha Nayak,49,1,A2
1288,729,Mahesh Nayak,32,1,A1
1289,729,Ganesh Kulkarni,39,2,A2
1290,729,Mahesh Reddy,42,1,A3
1291,730,Sunita Nayak,25,2,A1
1292,731,Vijay Deshmukh,43,1,A1
1293,731,Sunita Shetty,22,2,A2
1294,732,Ramesh Hegde,46,1,A1
1295,732,Venkatesh Kulkarni,34,2,A2
1296,733,Anitha Rao,28,1,A1
1297,734,Anitha Kulkarni,22,1,A1
1298,734,Kavitha Shetty,34,2,A2
1299,735,Anitha Deshmukh,32,1,A1
1300,736,Ganesh Patil,45,1,A1
1301,736,Suresh Nayak,47,1,A2
1302,737,Anitha Gowda,25,1,A1
1303,737,Venkatesh Kumar,45,1,A2
1304,738,Anitha Nayak,29,1,A1
1305,738,Mahesh Kulkarni,39,1,A2
1306,739,Sunita Bhat,50,1,A1
1307,739,Priya Reddy,33,1,A2
1308,740,Ramesh Patil,42,1,A1
1309,741,Lakshmi Bhat,47,2,A1
1310,741,Lakshmi Kulkarni,42,1,A2
1311,742,Lakshmi Shetty,42,1,A1
1312,742,Sunita Kumar,28,1,A2
1313,742,Lakshmi Shetty,44,2,A3
1314,743,Sunita Kumar,36,2,A1
1315,744,Vijay Pujari,37,1,A1
1316,745,Sunita Patil,26,1,A1
1317,746,Lakshmi Gowda,39,1,A1
1318,746,Vijay Patil,23,2,A2
1319,747,Suresh Kulkarni,30,1,A1
1320,748,Sunita Kulkarni,40,1,A1
1321,749,Ramesh Hegde,20,1,A1
1322,750,Sunita Patil,44,1,A1
1323,750,Priya Hegde,27,1,A2
1324,751,Lakshmi Kulkarni,48,1,A1
1325,752,Mahesh Nayak,30,2,A1
