EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
9278,1004,3028,2,103,KGID-105278,Ramesh Chavan,1981-07-19,1,4,0,2010-06-01
9279,1004,3028,3,103,KGID-105279,Ramesh Kulkarni,1988-02-05,1,3,0,2014-06-01
9280,1004,3028,1,103,KGID-105280,Mahesh Rao,1970-05-03,1,2,0,2011-06-01
9281,1004,3029,5,102,KGID-105281,Mahesh Bhat,1994-05-26,1,2,0,2011-06-01
9282,1004,3029,4,101,KGID-105282,Basavaraj Hiremath,1971-10-25,1,1,0,2015-06-01
9283,1004,3029,4,101,KGID-105283,Vijay Chavan,1977-10-27,1,4,0,2014-06-01
9284,1004,3029,4,101,KGID-105284,Shivakumar Pujari,1981-05-01,1,3,0,2010-06-01
9285,1004,3029,4,101,KGID-105285,Shivakumar Kulkarni,1991-10-27,1,1,0,2021-06-01
9286,1004,3029,3,103,KGID-105286,Shivakumar Nayak,1971-04-06,1,1,0,2010-06-01
9287,1004,3029,3,103,KGID-105287,Prakash Rao,1996-10-19,1,2,0,2007-06-01
9288,1004,3029,1,103,KGID-105288,Prakash Chavan,1989-06-10,1,4,0,2012-06-01
9289,1004,3029,2,103,KGID-105289,Anand Patil,1976-11-25,1,3,0,2012-06-01
9290,1004,3029,2,103,KGID-105290,Suresh Patil,1974-12-28,1,3,0,2015-06-01
9291,1004,3030,5,102,KGID-105291,Prakash Patil,1986-02-04,1,4,0,2017-06-01
9292,1004,3030,4,101,KGID-105292,Basavaraj Gowda,1970-03-10,1,2,0,2008-06-01
9293,1004,3030,4,101,KGID-105293,Anand Nayak,1979-02-25,1,4,0,2007-06-01
9294,1004,3030,4,101,KGID-105294,Ramesh Nayak,1976-04-22,1,1,0,2010-06-01
9295,1004,3030,4,101,KGID-105295,Suresh Chavan,1996-10-09,1,3,0,2008-06-01
9296,1004,3030,2,103,KGID-105296,Shivakumar Nayak,1980-12-20,1,4,0,2008-06-01
9297,1004,3030,2,103,KGID-105297,Manjunatha Kulkarni,1997-07-15,1,2,0,2009-06-01
9298,1004,3030,2,103,KGID-105298,Prakash Hiremath,1992-10-10,1,2,0,2008-06-01
9299,1004,3030,3,103,KGID-105299,Suresh Chavan,1976-07-18,1,2,0,2007-06-01
9300,1004,3030,1,103,KGID-105300,Prakash Rao,1989-07-10,1,3,0,2021-06-01
9301,1004,3031,5,102,KGID-105301,Shivakumar Patil,1973-07-04,1,1,0,2008-06-01
9302,1004,3031,4,101,KGID-105302,Prakash Nayak,1973-01-07,1,4,0,2011-06-01
9303,1004,3031,4,101,KGID-105303,Ganesh Pujari,1976-05-28,1,4,0,2008-06-01
9304,1004,3031,4,101,KGID-105304,Anand Pujari,1983-08-17,1,1,0,2012-06-01
9305,1004,3031,4,101,KGID-105305,Vijay Nayak,1991-10-06,1,1,0,2022-06-01
9306,1004,3031,3,103,KGID-105306,Manjunatha Chavan,1984-08-27,1,2,0,2007-06-01
9307,1004,3031,2,103,KGID-105307,Ganesh Nayak,1971-08-20,1,3,0,2014-06-01
9308,1004,3031,2,103,KGID-105308,Vijay Hiremath,1988-02-13,1,2,0,2019-06-01
9309,1004,3031,3,103,KGID-105309,Anand Hiremath,1979-02-17,1,1,0,2009-06-01
9310,1004,3031,1,103,KGID-105310,Ramesh Nayak,1996-02-27,1,4,0,2022-06-01
9311,1004,3032,5,102,KGID-105311,Ganesh Bhat,1974-12-14,1,2,0,2022-06-01
9312,1004,3032,4,101,KGID-105312,Ramesh Chavan,1977-03-20,1,3,0,2005-06-01
9313,1004,3032,4,101,KGID-105313,Anand Pujari,1991-11-22,1,4,0,2008-06-01
9314,1004,3032,4,101,KGID-105314,Manjunatha Hiremath,1992-06-21,1,3,0,2005-06-01
9315,1004,3032,4,101,KGID-105315,Anand Nayak,1971-03-02,1,4,0,2016-06-01
9316,1004,3032,3,103,KGID-105316,Basavaraj Gowda,1978-04-22,1,3,0,2014-06-01
9317,1004,3032,1,103,KGID-105317,Basavaraj Bhat,1980-11-02,1,4,0,2011-06-01
9318,1004,3032,3,103,KGID-105318,Prakash Gowda,1984-10-28,1,1,0,2018-06-01
9319,1004,3032,2,103,KGID-105319,Basavaraj Patil,1992-03-26,1,2,0,2016-06-01
9320,1004,3032,3,103,KGID-105320,Ganesh Patil,1976-05-08,1,2,0,2018-06-01
9321,1005,3033,5,102,KGID-105321,Ramesh Rao,1998-09-11,1,2,0,2017-06-01
9322,1005,3033,4,101,KGID-105322,Mahesh Pujari,1970-02-18,1,1,0,2009-06-01
9323,1005,3033,4,101,KGID-105323,Anand Chavan,1989-02-10,1,4,0,2011-06-01
9324,1005,3033,4,101,KGID-105324,Ramesh Rao,1997-07-13,1,1,0,2012-06-01
9325,1005,3033,4,101,KGID-105325,Shivakumar Bhat,1991-11-11,1,3,0,2010-06-01
9326,1005,3033,3,103,KGID-105326,Basavaraj Nayak,1979-10-08,1,3,0,2007-06-01
9327,1005,3033,1,103,KGID-105327,Mahesh Hiremath,1982-04-16,1,3,0,2014-06-01
9328,1005,3033,1,103,KGID-105328,Mahesh Nayak,1976-01-11,1,2,0,2015-06-01
9329,1005,3033,3,103,KGID-105329,Basavaraj Chavan,1992-09-07,1,4,0,2022-06-01
9330,1005,3033,3,103,KGID-105330,Prakash Pujari,1992-10-19,1,4,0,2014-06-01
9331,1005,3034,5,102,KGID-105331,Vijay Patil,1990-08-10,1,3,0,2007-06-01
9332,1005,3034,4,101,KGID-105332,Ramesh Pujari,1979-07-15,1,3,0,2013-06-01
9333,1005,3034,4,101,KGID-105333,Anand Pujari,1996-05-27,1,1,0,2009-06-01
9334,1005,3034,4,101,KGID-105334,Mahesh Bhat,1986-05-20,1,4,0,2021-06-01
9335,1005,3034,4,101,KGID-105335,Basavaraj Gowda,1990-01-04,1,1,0,2015-06-01
9336,1005,3034,2,103,KGID-105336,Shivakumar Chavan,1988-09-15,1,2,0,2015-06-01
9337,1005,3034,2,103,KGID-105337,Prakash Pujari,1981-12-16,1,1,0,2022-06-01
9338,1005,3034,2,103,KGID-105338,Manjunatha Chavan,1993-03-25,1,3,0,2022-06-01
9339,1005,3034,3,103,KGID-105339,Mahesh Patil,1989-01-18,1,1,0,2013-06-01
9340,1005,3034,2,103,KGID-105340,Manjunatha Gowda,1984-02-28,1,2,0,2005-06-01
9341,1005,3035,5,102,KGID-105341,Prakash Nayak,1976-11-03,1,3,0,2011-06-01
9342,1005,3035,4,101,KGID-105342,Suresh Chavan,1995-10-10,1,1,0,2022-06-01
9343,1005,3035,4,101,KGID-105343,Ramesh Patil,1997-06-28,1,1,0,2012-06-01
9344,1005,3035,4,101,KGID-105344,Manjunatha Rao,1990-04-22,1,4,0,2018-06-01
9345,1005,3035,4,101,KGID-105345,Mahesh Rao,1981-11-11,1,1,0,2022-06-01
9346,1005,3035,3,103,KGID-105346,Basavaraj Patil,1985-12-04,1,2,0,2014-06-01
9347,1005,3035,2,103,KGID-105347,Manjunatha Hiremath,1997-10-14,1,3,0,2020-06-01
9348,1005,3035,1,103,KGID-105348,Mahesh Kulkarni,1974-10-07,1,4,0,2015-06-01
9349,1005,3035,3,103,KGID-105349,Ramesh Patil,1972-12-08,1,4,0,2017-06-01
9350,1005,3035,1,103,KGID-105350,Mahesh Rao,1989-04-08,1,2,0,2020-06-01
9351,1005,3036,5,102,KGID-105351,Ganesh Nayak,1987-12-25,1,2,0,2013-06-01
9352,1005,3036,4,101,KGID-105352,Shivakumar Rao,1983-10-20,1,1,0,2021-06-01
9353,1005,3036,4,101,KGID-105353,Manjunatha Bhat,1974-11-02,1,1,0,2014-06-01
9354,1005,3036,4,101,KGID-105354,Mahesh Nayak,1980-12-14,1,3,0,2007-06-01
9355,1005,3036,4,101,KGID-105355,Ramesh Kulkarni,1990-10-24,1,2,0,2006-06-01
9356,1005,3036,2,103,KGID-105356,Basavaraj Pujari,1976-07-02,1,1,0,2009-06-01
9357,1005,3036,2,103,KGID-105357,Basavaraj Hiremath,1981-06-04,1,2,0,2008-06-01
9358,1005,3036,1,103,KGID-105358,Shivakumar Gowda,1981-01-04,1,4,0,2006-06-01
9359,1005,3036,2,103,KGID-105359,Mahesh Chavan,1981-11-20,1,2,0,2018-06-01
9360,1005,3036,1,103,KGID-105360,Shivakumar Gowda,1996-04-21,1,1,0,2010-06-01
9361,1005,3037,5,102,KGID-105361,Prakash Nayak,1984-05-12,1,1,0,2007-06-01
9362,1005,3037,4,101,KGID-105362,Vijay Kulkarni,1975-04-20,1,1,0,2012-06-01
9363,1005,3037,4,101,KGID-105363,Manjunatha Hiremath,1973-03-19,1,2,0,2013-06-01
9364,1005,3037,4,101,KGID-105364,Mahesh Kulkarni,1996-11-13,1,1,0,2006-06-01
9365,1005,3037,4,101,KGID-105365,Mahesh Kulkarni,1976-12-23,1,1,0,2022-06-01
9366,1005,3037,1,103,KGID-105366,Mahesh Pujari,1974-07-16,1,1,0,2017-06-01
9367,1005,3037,3,103,KGID-105367,Ramesh Nayak,1990-11-22,1,4,0,2009-06-01
9368,1005,3037,2,103,KGID-105368,Mahesh Patil,1981-01-27,1,3,0,2012-06-01
9369,1005,3037,1,103,KGID-105369,Mahesh Gowda,1985-05-09,1,3,0,2006-06-01
9370,1005,3037,2,103,KGID-105370,Suresh Rao,1992-12-04,1,1,0,2007-06-01
9371,1005,3038,5,102,KGID-105371,Ramesh Hiremath,1988-08-23,1,1,0,2015-06-01
9372,1005,3038,4,101,KGID-105372,Prakash Rao,1984-02-20,1,3,0,2014-06-01
9373,1005,3038,4,101,KGID-105373,Prakash Nayak,1988-11-28,1,1,0,2020-06-01
9374,1005,3038,4,101,KGID-105374,Anand Bhat,1984-06-26,1,4,0,2015-06-01
9375,1005,3038,4,101,KGID-105375,Ramesh Chavan,1986-11-06,1,1,0,2015-06-01
9376,1005,3038,1,103,KGID-105376,Anand Pujari,1982-07-12,1,1,0,2009-06-01
9377,1005,3038,3,103,KGID-105377,Manjunatha Patil,1985-02-10,1,3,0,2022-06-01
9378,1005,3038,1,103,KGID-105378,Basavaraj Rao,1988-12-04,1,4,0,2006-06-01
9379,1005,3038,2,103,KGID-105379,Suresh Pujari,1995-12-25,1,1,0,2005-06-01
9380,1005,3038,2,103,KGID-105380,Mahesh Hiremath,1980-10-07,1,4,0,2005-06-01
9381,1005,3039,5,102,KGID-105381,Vijay Hiremath,1972-06-18,1,4,0,2011-06-01
9382,1005,3039,4,101,KGID-105382,Suresh Bhat,1980-07-27,1,2,0,2021-06-01
9383,1005,3039,4,101,KGID-105383,Prakash Hiremath,1974-02-20,1,1,0,2020-06-01
9384,1005,3039,4,101,KGID-105384,Vijay Gowda,1981-12-09,1,4,0,2013-06-01
9385,1005,3039,4,101,KGID-105385,Ganesh Chavan,1998-02-16,1,2,0,2007-06-01
9386,1005,3039,3,103,KGID-105386,Manjunatha Kulkarni,1974-09-09,1,4,0,2019-06-01
9387,1005,3039,2,103,KGID-105387,Basavaraj Nayak,1977-10-12,1,2,0,2016-06-01
9388,1005,3039,1,103,KGID-105388,Ganesh Pujari,1975-04-26,1,4,0,2013-06-01
9389,1005,3039,3,103,KGID-105389,Suresh Bhat,1995-03-26,1,1,0,2007-06-01
9390,1005,3039,2,103,KGID-105390,Ganesh Hiremath,1973-06-08,1,2,0,2013-06-01
9391,1005,3040,5,102,KGID-105391,Basavaraj Kulkarni,1987-06-15,1,1,0,2016-06-01
9392,1005,3040,4,101,KGID-105392,Vijay Chavan,1974-07-02,1,1,0,2007-06-01
9393,1005,3040,4,101,KGID-105393,Basavaraj Pujari,1990-04-07,1,4,0,2022-06-01
9394,1005,3040,4,101,KGID-105394,Manjunatha Pujari,1994-02-06,1,4,0,2021-06-01
9395,1005,3040,4,101,KGID-105395,Suresh Rao,1973-02-17,1,2,0,2017-06-01
9396,1005,3040,3,103,KGID-105396,Suresh Rao,1994-06-06,1,2,0,2022-06-01
9397,1005,3040,2,103,KGID-105397,Mahesh Patil,1981-05-19,1,1,0,2011-06-01
9398,1005,3040,3,103,KGID-105398,Shivakumar Patil,1997-07-17,1,2,0,2017-06-01
9399,1005,3040,3,103,KGID-105399,Manjunatha Hiremath,1977-03-15,1,1,0,2017-06-01
9400,1005,3040,2,103,KGID-105400,Shivakumar Hiremath,1981-08-13,1,2,0,2013-06-01
